measure,MSM+MSMW,MSMW+MSW,p_msmw_w,replicate
between_network_proportion,208.0,2118.0,0.05,22
between_network_proportion_group1_to_group2,127.0,962.0,0.05,22
between_network_proportion_group2_to_group1,81.0,1156.0,0.05,22
median_segment_length_MSMW_MSM_to_MSMW_MSM,162.0,,0.05,22
median_segment_length_MSMW_MSM_to_WSM_MSW,5.0,,0.05,22
median_segment_length_MSMW_MSW_WSM_to_MSM,,27.0,0.05,22
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2368.0,0.05,22
median_segment_length_MSM_to_MSM,,111.0,0.05,22
median_segment_length_MSM_to_MSMW_MSW_WSM,,19.0,0.05,22
median_segment_length_WSM_MSW_to_MSMW_MSM,9.0,,0.05,22
median_segment_length_WSM_MSW_to_WSM_MSW,2349.0,,0.05,22
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,22
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,22
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,22
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,22
triplet_proportion,123.0,835.0,0.05,22
triplet_proportion_group1_to_group2,72.0,613.0,0.05,22
triplet_proportion_group2_to_group1,51.0,222.0,0.05,22
between_network_proportion,261.0,2030.0,0.05,25
between_network_proportion_group1_to_group2,153.0,904.0,0.05,25
between_network_proportion_group2_to_group1,108.0,1126.0,0.05,25
median_segment_length_MSMW_MSM_to_MSMW_MSM,185.0,,0.05,25
median_segment_length_MSMW_MSM_to_WSM_MSW,6.0,,0.05,25
median_segment_length_MSMW_MSW_WSM_to_MSM,,17.0,0.05,25
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2366.0,0.05,25
median_segment_length_MSM_to_MSM,,154.0,0.05,25
median_segment_length_MSM_to_MSMW_MSW_WSM,,18.0,0.05,25
median_segment_length_WSM_MSW_to_MSMW_MSM,6.0,,0.05,25
median_segment_length_WSM_MSW_to_WSM_MSW,2358.0,,0.05,25
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,25
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,25
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,25
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,25
triplet_proportion,142.0,764.0,0.05,25
triplet_proportion_group1_to_group2,79.0,683.0,0.05,25
triplet_proportion_group2_to_group1,63.0,81.0,0.05,25
between_network_proportion,201.0,2076.0,0.05,27
between_network_proportion_group1_to_group2,118.0,945.0,0.05,27
between_network_proportion_group2_to_group1,83.0,1131.0,0.05,27
median_segment_length_MSMW_MSM_to_MSMW_MSM,166.0,,0.05,27
median_segment_length_MSMW_MSM_to_WSM_MSW,3.0,,0.05,27
median_segment_length_MSMW_MSW_WSM_to_MSM,,11.0,0.05,27
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2309.0,0.05,27
median_segment_length_MSM_to_MSM,,138.0,0.05,27
median_segment_length_MSM_to_MSMW_MSW_WSM,,15.0,0.05,27
median_segment_length_WSM_MSW_to_MSMW_MSM,3.0,,0.05,27
median_segment_length_WSM_MSW_to_WSM_MSW,2301.0,,0.05,27
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,27
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,27
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,27
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,27
triplet_proportion,127.0,794.0,0.05,27
triplet_proportion_group1_to_group2,87.0,648.0,0.05,27
triplet_proportion_group2_to_group1,40.0,146.0,0.05,27
between_network_proportion,202.0,2522.0,0.05,30
between_network_proportion_group1_to_group2,136.0,1168.0,0.05,30
between_network_proportion_group2_to_group1,66.0,1354.0,0.05,30
median_segment_length_MSMW_MSM_to_MSMW_MSM,174.0,,0.05,30
median_segment_length_MSMW_MSM_to_WSM_MSW,2.0,,0.05,30
median_segment_length_MSMW_MSW_WSM_to_MSM,,15.0,0.05,30
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2421.0,0.05,30
median_segment_length_MSM_to_MSM,,129.0,0.05,30
median_segment_length_MSM_to_MSMW_MSW_WSM,,25.0,0.05,30
median_segment_length_WSM_MSW_to_MSMW_MSM,4.0,,0.05,30
median_segment_length_WSM_MSW_to_WSM_MSW,2410.0,,0.05,30
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,30
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,30
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,30
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,30
triplet_proportion,164.0,1367.0,0.05,30
triplet_proportion_group1_to_group2,107.0,869.0,0.05,30
triplet_proportion_group2_to_group1,57.0,498.0,0.05,30
between_network_proportion,255.0,1901.0,0.05,32
between_network_proportion_group1_to_group2,155.0,866.0,0.05,32
between_network_proportion_group2_to_group1,100.0,1035.0,0.05,32
median_segment_length_MSMW_MSM_to_MSMW_MSM,137.0,,0.05,32
median_segment_length_MSMW_MSM_to_WSM_MSW,2.0,,0.05,32
median_segment_length_MSMW_MSW_WSM_to_MSM,,13.0,0.05,32
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2612.0,0.05,32
median_segment_length_MSM_to_MSM,,107.0,0.05,32
median_segment_length_MSM_to_MSMW_MSW_WSM,,13.0,0.05,32
median_segment_length_WSM_MSW_to_MSMW_MSM,3.0,,0.05,32
median_segment_length_WSM_MSW_to_WSM_MSW,2603.0,,0.05,32
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,32
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,32
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,32
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,32
triplet_proportion,148.0,617.0,0.05,32
triplet_proportion_group1_to_group2,85.0,580.0,0.05,32
triplet_proportion_group2_to_group1,63.0,37.0,0.05,32
between_network_proportion,232.0,2187.0,0.05,34
between_network_proportion_group1_to_group2,143.0,959.0,0.05,34
between_network_proportion_group2_to_group1,89.0,1228.0,0.05,34
median_segment_length_MSMW_MSM_to_MSMW_MSM,175.0,,0.05,34
median_segment_length_MSMW_MSM_to_WSM_MSW,6.0,,0.05,34
median_segment_length_MSMW_MSW_WSM_to_MSM,,19.0,0.05,34
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2473.0,0.05,34
median_segment_length_MSM_to_MSM,,127.0,0.05,34
median_segment_length_MSM_to_MSMW_MSW_WSM,,24.0,0.05,34
median_segment_length_WSM_MSW_to_MSMW_MSM,3.0,,0.05,34
median_segment_length_WSM_MSW_to_WSM_MSW,2459.0,,0.05,34
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,34
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,34
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,34
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,34
triplet_proportion,144.0,921.0,0.05,34
triplet_proportion_group1_to_group2,72.0,673.0,0.05,34
triplet_proportion_group2_to_group1,72.0,248.0,0.05,34
between_network_proportion,372.0,2088.0,0.05,48
between_network_proportion_group1_to_group2,221.0,1028.0,0.05,48
between_network_proportion_group2_to_group1,151.0,1060.0,0.05,48
median_segment_length_MSMW_MSM_to_MSMW_MSM,183.0,,0.05,48
median_segment_length_MSMW_MSM_to_WSM_MSW,2.0,,0.05,48
median_segment_length_MSMW_MSW_WSM_to_MSM,,9.0,0.05,48
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2565.0,0.05,48
median_segment_length_MSM_to_MSM,,158.0,0.05,48
median_segment_length_MSM_to_MSMW_MSW_WSM,,14.0,0.05,48
median_segment_length_WSM_MSW_to_MSMW_MSM,9.0,,0.05,48
median_segment_length_WSM_MSW_to_WSM_MSW,2552.0,,0.05,48
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,48
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,48
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,48
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,48
triplet_proportion,244.0,1045.0,0.05,48
triplet_proportion_group1_to_group2,186.0,872.0,0.05,48
triplet_proportion_group2_to_group1,58.0,173.0,0.05,48
between_network_proportion,314.0,3099.0,0.05,50
between_network_proportion_group1_to_group2,214.0,1500.0,0.05,50
between_network_proportion_group2_to_group1,100.0,1599.0,0.05,50
median_segment_length_MSMW_MSM_to_MSMW_MSM,175.0,,0.05,50
median_segment_length_MSMW_MSM_to_WSM_MSW,1.0,,0.05,50
median_segment_length_MSMW_MSW_WSM_to_MSM,,11.0,0.05,50
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2370.0,0.05,50
median_segment_length_MSM_to_MSM,,136.0,0.05,50
median_segment_length_MSM_to_MSMW_MSW_WSM,,24.0,0.05,50
median_segment_length_WSM_MSW_to_MSMW_MSM,7.0,,0.05,50
median_segment_length_WSM_MSW_to_WSM_MSW,2358.0,,0.05,50
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,50
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,50
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,50
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,50
triplet_proportion,235.0,1384.0,0.05,50
triplet_proportion_group1_to_group2,156.0,1035.0,0.05,50
triplet_proportion_group2_to_group1,79.0,349.0,0.05,50
between_network_proportion,207.0,1788.0,0.05,52
between_network_proportion_group1_to_group2,102.0,834.0,0.05,52
between_network_proportion_group2_to_group1,105.0,954.0,0.05,52
median_segment_length_MSMW_MSM_to_MSMW_MSM,177.0,,0.05,52
median_segment_length_MSMW_MSW_WSM_to_MSM,,33.0,0.05,52
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2537.0,0.05,52
median_segment_length_MSM_to_MSM,,123.0,0.05,52
median_segment_length_MSM_to_MSMW_MSW_WSM,,16.0,0.05,52
median_segment_length_WSM_MSW_to_MSMW_MSM,4.0,,0.05,52
median_segment_length_WSM_MSW_to_WSM_MSW,2528.0,,0.05,52
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,52
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,52
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,52
triplet_proportion,159.0,603.0,0.05,52
triplet_proportion_group1_to_group2,69.0,560.0,0.05,52
triplet_proportion_group2_to_group1,90.0,43.0,0.05,52
between_network_proportion,228.0,1773.0,0.05,53
between_network_proportion_group1_to_group2,139.0,852.0,0.05,53
between_network_proportion_group2_to_group1,89.0,921.0,0.05,53
median_segment_length_MSMW_MSM_to_MSMW_MSM,170.0,,0.05,53
median_segment_length_MSMW_MSM_to_WSM_MSW,1.0,,0.05,53
median_segment_length_MSMW_MSW_WSM_to_MSM,,17.0,0.05,53
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2374.0,0.05,53
median_segment_length_MSM_to_MSM,,127.0,0.05,53
median_segment_length_MSM_to_MSMW_MSW_WSM,,21.0,0.05,53
median_segment_length_WSM_MSW_to_MSMW_MSM,9.0,,0.05,53
median_segment_length_WSM_MSW_to_WSM_MSW,2359.0,,0.05,53
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,53
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,53
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,53
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,53
triplet_proportion,146.0,838.0,0.05,53
triplet_proportion_group1_to_group2,81.0,594.0,0.05,53
triplet_proportion_group2_to_group1,65.0,244.0,0.05,53
between_network_proportion,304.0,2725.0,0.05,56
between_network_proportion_group1_to_group2,198.0,1195.0,0.05,56
between_network_proportion_group2_to_group1,106.0,1530.0,0.05,56
median_segment_length_MSMW_MSM_to_MSMW_MSM,169.0,,0.05,56
median_segment_length_MSMW_MSW_WSM_to_MSM,,22.0,0.05,56
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2360.0,0.05,56
median_segment_length_MSM_to_MSM,,115.0,0.05,56
median_segment_length_MSM_to_MSMW_MSW_WSM,,29.0,0.05,56
median_segment_length_WSM_MSW_to_MSMW_MSM,11.0,,0.05,56
median_segment_length_WSM_MSW_to_WSM_MSW,2346.0,,0.05,56
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,56
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,56
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,56
triplet_proportion,212.0,1156.0,0.05,56
triplet_proportion_group1_to_group2,128.0,851.0,0.05,56
triplet_proportion_group2_to_group1,84.0,305.0,0.05,56
between_network_proportion,397.0,2647.0,0.05,61
between_network_proportion_group1_to_group2,262.0,1130.0,0.05,61
between_network_proportion_group2_to_group1,135.0,1517.0,0.05,61
median_segment_length_MSMW_MSM_to_MSMW_MSM,181.0,,0.05,61
median_segment_length_MSMW_MSM_to_WSM_MSW,6.0,,0.05,61
median_segment_length_MSMW_MSW_WSM_to_MSM,,14.0,0.05,61
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2264.0,0.05,61
median_segment_length_MSM_to_MSM,,141.0,0.05,61
median_segment_length_MSM_to_MSMW_MSW_WSM,,22.0,0.05,61
median_segment_length_WSM_MSW_to_MSMW_MSM,10.0,,0.05,61
median_segment_length_WSM_MSW_to_WSM_MSW,2244.0,,0.05,61
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,61
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,61
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,61
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,61
triplet_proportion,175.0,1067.0,0.05,61
triplet_proportion_group1_to_group2,115.0,827.0,0.05,61
triplet_proportion_group2_to_group1,60.0,240.0,0.05,61
between_network_proportion,328.0,2845.0,0.05,67
between_network_proportion_group1_to_group2,229.0,1306.0,0.05,67
between_network_proportion_group2_to_group1,99.0,1539.0,0.05,67
median_segment_length_MSMW_MSM_to_MSMW_MSM,207.0,,0.05,67
median_segment_length_MSMW_MSM_to_WSM_MSW,3.0,,0.05,67
median_segment_length_MSMW_MSW_WSM_to_MSM,,24.0,0.05,67
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2235.0,0.05,67
median_segment_length_MSM_to_MSM,,146.0,0.05,67
median_segment_length_MSM_to_MSMW_MSW_WSM,,30.0,0.05,67
median_segment_length_WSM_MSW_to_MSMW_MSM,8.0,,0.05,67
median_segment_length_WSM_MSW_to_WSM_MSW,2217.0,,0.05,67
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,67
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,67
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,67
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,67
triplet_proportion,240.0,1181.0,0.05,67
triplet_proportion_group1_to_group2,175.0,836.0,0.05,67
triplet_proportion_group2_to_group1,65.0,345.0,0.05,67
between_network_proportion,216.0,2237.0,0.05,72
between_network_proportion_group1_to_group2,134.0,1034.0,0.05,72
between_network_proportion_group2_to_group1,82.0,1203.0,0.05,72
median_segment_length_MSMW_MSM_to_MSMW_MSM,204.0,,0.05,72
median_segment_length_MSMW_MSM_to_WSM_MSW,1.0,,0.05,72
median_segment_length_MSMW_MSW_WSM_to_MSM,,19.0,0.05,72
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2399.0,0.05,72
median_segment_length_MSM_to_MSM,,158.0,0.05,72
median_segment_length_MSM_to_MSMW_MSW_WSM,,25.0,0.05,72
median_segment_length_WSM_MSW_to_MSMW_MSM,5.0,,0.05,72
median_segment_length_WSM_MSW_to_WSM_MSW,2391.0,,0.05,72
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,72
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,72
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,72
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,72
triplet_proportion,158.0,1180.0,0.05,72
triplet_proportion_group1_to_group2,103.0,809.0,0.05,72
triplet_proportion_group2_to_group1,55.0,371.0,0.05,72
between_network_proportion,321.0,1915.0,0.05,74
between_network_proportion_group1_to_group2,204.0,959.0,0.05,74
between_network_proportion_group2_to_group1,117.0,956.0,0.05,74
median_segment_length_MSMW_MSM_to_MSMW_MSM,160.0,,0.05,74
median_segment_length_MSMW_MSM_to_WSM_MSW,3.0,,0.05,74
median_segment_length_MSMW_MSW_WSM_to_MSM,,29.0,0.05,74
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2291.0,0.05,74
median_segment_length_MSM_to_MSM,,109.0,0.05,74
median_segment_length_MSM_to_MSMW_MSW_WSM,,16.0,0.05,74
median_segment_length_WSM_MSW_to_MSMW_MSM,5.0,,0.05,74
median_segment_length_WSM_MSW_to_WSM_MSW,2277.0,,0.05,74
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,74
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,74
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,74
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,74
triplet_proportion,115.0,933.0,0.05,74
triplet_proportion_group1_to_group2,62.0,738.0,0.05,74
triplet_proportion_group2_to_group1,53.0,195.0,0.05,74
between_network_proportion,190.0,2004.0,0.05,77
between_network_proportion_group1_to_group2,112.0,906.0,0.05,77
between_network_proportion_group2_to_group1,78.0,1098.0,0.05,77
median_segment_length_MSMW_MSM_to_MSMW_MSM,162.0,,0.05,77
median_segment_length_MSMW_MSM_to_WSM_MSW,1.0,,0.05,77
median_segment_length_MSMW_MSW_WSM_to_MSM,,19.0,0.05,77
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2339.0,0.05,77
median_segment_length_MSM_to_MSM,,132.0,0.05,77
median_segment_length_MSM_to_MSMW_MSW_WSM,,10.0,0.05,77
median_segment_length_WSM_MSW_to_MSMW_MSM,10.0,,0.05,77
median_segment_length_WSM_MSW_to_WSM_MSW,2327.0,,0.05,77
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,77
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,77
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,77
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,77
triplet_proportion,107.0,990.0,0.05,77
triplet_proportion_group1_to_group2,59.0,629.0,0.05,77
triplet_proportion_group2_to_group1,48.0,361.0,0.05,77
between_network_proportion,277.0,2720.0,0.05,80
between_network_proportion_group1_to_group2,165.0,1246.0,0.05,80
between_network_proportion_group2_to_group1,112.0,1474.0,0.05,80
median_segment_length_MSMW_MSM_to_MSMW_MSM,171.0,,0.05,80
median_segment_length_MSMW_MSM_to_WSM_MSW,2.0,,0.05,80
median_segment_length_MSMW_MSW_WSM_to_MSM,,18.0,0.05,80
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2425.0,0.05,80
median_segment_length_MSM_to_MSM,,122.0,0.05,80
median_segment_length_MSM_to_MSMW_MSW_WSM,,23.0,0.05,80
median_segment_length_WSM_MSW_to_MSMW_MSM,7.0,,0.05,80
median_segment_length_WSM_MSW_to_WSM_MSW,2408.0,,0.05,80
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,80
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,80
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,80
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,80
triplet_proportion,197.0,1237.0,0.05,80
triplet_proportion_group1_to_group2,126.0,874.0,0.05,80
triplet_proportion_group2_to_group1,71.0,363.0,0.05,80
between_network_proportion,240.0,2224.0,0.05,85
between_network_proportion_group1_to_group2,159.0,1007.0,0.05,85
between_network_proportion_group2_to_group1,81.0,1217.0,0.05,85
median_segment_length_MSMW_MSM_to_MSMW_MSM,183.0,,0.05,85
median_segment_length_MSMW_MSM_to_WSM_MSW,6.0,,0.05,85
median_segment_length_MSMW_MSW_WSM_to_MSM,,14.0,0.05,85
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2206.0,0.05,85
median_segment_length_MSM_to_MSM,,146.0,0.05,85
median_segment_length_MSM_to_MSMW_MSW_WSM,,19.0,0.05,85
median_segment_length_WSM_MSW_to_MSMW_MSM,4.0,,0.05,85
median_segment_length_WSM_MSW_to_WSM_MSW,2192.0,,0.05,85
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,85
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,85
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,85
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,85
triplet_proportion,175.0,834.0,0.05,85
triplet_proportion_group1_to_group2,130.0,626.0,0.05,85
triplet_proportion_group2_to_group1,45.0,208.0,0.05,85
between_network_proportion,145.0,1587.0,0.05,88
between_network_proportion_group1_to_group2,83.0,814.0,0.05,88
between_network_proportion_group2_to_group1,62.0,773.0,0.05,88
median_segment_length_MSMW_MSM_to_MSMW_MSM,172.0,,0.05,88
median_segment_length_MSMW_MSM_to_WSM_MSW,6.0,,0.05,88
median_segment_length_MSMW_MSW_WSM_to_MSM,,17.0,0.05,88
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2227.0,0.05,88
median_segment_length_MSM_to_MSM,,142.0,0.05,88
median_segment_length_MSM_to_MSMW_MSW_WSM,,14.0,0.05,88
median_segment_length_WSM_MSW_to_MSMW_MSM,3.0,,0.05,88
median_segment_length_WSM_MSW_to_WSM_MSW,2219.0,,0.05,88
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,88
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,88
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,88
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,88
triplet_proportion,79.0,689.0,0.05,88
triplet_proportion_group1_to_group2,45.0,610.0,0.05,88
triplet_proportion_group2_to_group1,34.0,79.0,0.05,88
between_network_proportion,107.0,1512.0,0.05,99
between_network_proportion_group1_to_group2,59.0,705.0,0.05,99
between_network_proportion_group2_to_group1,48.0,807.0,0.05,99
median_segment_length_MSMW_MSM_to_MSMW_MSM,154.0,,0.05,99
median_segment_length_MSMW_MSM_to_WSM_MSW,1.0,,0.05,99
median_segment_length_MSMW_MSW_WSM_to_MSM,,6.0,0.05,99
median_segment_length_MSMW_MSW_WSM_to_MSMW_MSW_WSM,,2428.0,0.05,99
median_segment_length_MSM_to_MSM,,138.0,0.05,99
median_segment_length_MSM_to_MSMW_MSW_WSM,,11.0,0.05,99
median_segment_length_WSM_MSW_to_MSMW_MSM,6.0,,0.05,99
median_segment_length_WSM_MSW_to_WSM_MSW,2422.0,,0.05,99
normalized_MSMW_MSM_to_WSM_MSW_rate,1.0,,0.05,99
normalized_MSMW_MSW_WSM_to_MSM_rate,,1.0,0.05,99
normalized_MSM_to_MSMW_MSW_WSM_rate,,1.0,0.05,99
normalized_WSM_MSW_to_MSMW_MSM_rate,1.0,,0.05,99
triplet_proportion,87.0,645.0,0.05,99
triplet_proportion_group1_to_group2,47.0,587.0,0.05,99
triplet_proportion_group2_to_group1,40.0,58.0,0.05,99
between_network_proportion,421.0,2408.0,0.05,100
between_network_proportion_group1_to_group2,249.0,1158.0,0.05,100
