group,mean,se,p_msmw_w,replicate
WSM_prevalence,0.0383214793741109,0.0004714212129861,0.05,34
WSM_hi_prevalence,0.4816816816816816,0.0078632223272101,0.05,34
MSW_prevalence,0.0305035561877667,0.0005241798786528,0.05,34
MSW_hi_prevalence,0.3838256861512676,0.0077729864252959,0.05,34
MSM_prevalence,0.1248648648648649,0.0025396245659899,0.05,34
MSM_hi_prevalence,0.5102702702702703,0.0115111023994847,0.05,34
MSMW_prevalence,0.0841891891891891,0.0029606624730008,0.05,34
MSMW_hi_prevalence,0.5459459459459459,0.0209907009994274,0.05,34
WSM_prevalence,0.0352091038406827,0.0005448242661002,0.05,39
WSM_hi_prevalence,0.4356356356356357,0.0081379185634106,0.05,39
MSW_prevalence,0.0275448079658605,0.0005563734780543,0.05,39
MSW_hi_prevalence,0.3418918918918919,0.0057003406779976,0.05,39
MSM_prevalence,0.129009009009009,0.0024228670411546,0.05,39
MSM_hi_prevalence,0.567047817047817,0.0095899878746348,0.05,39
MSMW_prevalence,0.1516216216216215,0.0034661276762541,0.05,39
MSMW_hi_prevalence,0.5608108108108109,0.0167765393191887,0.05,39
WSM_prevalence,0.0432603129445234,0.0003549898025543,0.05,42
WSM_hi_prevalence,0.4974123059229443,0.0065850800252753,0.05,42
MSW_prevalence,0.0330184921763869,0.0004010180213793,0.05,42
MSW_hi_prevalence,0.3901813205610674,0.0063158726820203,0.05,42
MSM_prevalence,0.0851351351351351,0.0034552156360592,0.05,42
MSM_hi_prevalence,0.4236669101533967,0.0162936109318934,0.05,42
MSMW_prevalence,0.084054054054054,0.0028595622068655,0.05,42
MSMW_hi_prevalence,0.445358401880141,0.0169654585410949,0.05,42
WSM_prevalence,0.0437894736842105,0.0004667048116832,0.05,44
WSM_hi_prevalence,0.4866678759296208,0.0068885545044445,0.05,44
MSW_prevalence,0.0344751066856329,0.0004167957249978,0.05,44
MSW_hi_prevalence,0.416988416988417,0.0068379324304458,0.05,44
MSM_prevalence,0.1174774774774774,0.0028690861051041,0.05,44
MSM_hi_prevalence,0.4949324324324324,0.0145400429387079,0.05,44
MSMW_prevalence,0.0975675675675675,0.0028184667046775,0.05,44
MSMW_hi_prevalence,0.5076380728554641,0.0179134039597009,0.05,44
WSM_prevalence,0.0426970128022759,0.0003821822343275,0.05,45
WSM_hi_prevalence,0.5029710561625454,0.0048181512630566,0.05,45
MSW_prevalence,0.0321991465149359,0.0003186682905527,0.05,45
MSW_hi_prevalence,0.3959094229364499,0.0055998639552505,0.05,45
MSM_prevalence,0.118018018018018,0.002804554007474,0.05,45
MSM_hi_prevalence,0.4766584766584766,0.0119383241004347,0.05,45
MSMW_prevalence,0.114054054054054,0.0035978275781645,0.05,45
MSMW_hi_prevalence,0.4366554054054054,0.0151478615453993,0.05,45
WSM_prevalence,0.0425889046941678,0.0004995478387645,0.05,46
WSM_hi_prevalence,0.4654015717845505,0.0069813897599429,0.05,46
MSW_prevalence,0.0320739687055476,0.000429209454586,0.05,46
MSW_hi_prevalence,0.3994223230864452,0.0088593303553228,0.05,46
MSM_prevalence,0.1203603603603603,0.0025761145346869,0.05,46
MSM_hi_prevalence,0.5163288288288288,0.012193201087342,0.05,46
MSMW_prevalence,0.1172972972972973,0.0033869261234728,0.05,46
MSMW_hi_prevalence,0.5380835380835383,0.0162027444452349,0.05,46
WSM_prevalence,0.0388790896159317,0.0005738922691059,0.05,50
WSM_hi_prevalence,0.4592592592592593,0.0075506121774689,0.05,50
MSW_prevalence,0.0285348506401137,0.0004638151144466,0.05,50
MSW_hi_prevalence,0.3937346437346437,0.0083210521276457,0.05,50
MSM_prevalence,0.1187387387387387,0.0032144759103002,0.05,50
MSM_hi_prevalence,0.5115830115830117,0.0150364497368699,0.05,50
MSMW_prevalence,0.1656756756756756,0.00382697358338,0.05,50
MSMW_hi_prevalence,0.4686732186732186,0.0096613028152367,0.05,50
WSM_prevalence,0.0419914651493598,0.0005056867326921,0.05,51
WSM_hi_prevalence,0.4928655363437971,0.0063641844094524,0.05,51
MSW_prevalence,0.0330753911806543,0.000422455682243,0.05,51
MSW_hi_prevalence,0.3790943261141936,0.005937823905756,0.05,51
MSM_prevalence,0.1459459459459459,0.0029767622285997,0.05,51
MSM_hi_prevalence,0.5837837837837837,0.0129410267318933,0.05,51
MSMW_prevalence,0.1378378378378378,0.0030789202685828,0.05,51
MSMW_hi_prevalence,0.5737451737451739,0.012929079387258,0.05,51
WSM_prevalence,0.0432887624466571,0.000539358010403,0.05,57
WSM_hi_prevalence,0.5087214874448917,0.0069341572079119,0.05,57
MSW_prevalence,0.0326770981507823,0.0004795145556926,0.05,57
MSW_hi_prevalence,0.3658417453598176,0.0066992439463955,0.05,57
MSM_prevalence,0.125045045045045,0.0029043867665165,0.05,57
MSM_hi_prevalence,0.5261261261261263,0.013534629259503,0.05,57
MSMW_prevalence,0.1271621621621621,0.0041124423950643,0.05,57
MSMW_hi_prevalence,0.4653031409788168,0.0137003213018117,0.05,57
WSM_prevalence,0.0372688477951635,0.0006038089876247,0.05,59
WSM_hi_prevalence,0.4463161791928915,0.0079378608697411,0.05,59
MSW_prevalence,0.0296273115220483,0.0005354757603091,0.05,59
MSW_hi_prevalence,0.3693005983082319,0.0088854499780282,0.05,59
MSM_prevalence,0.1328828828828828,0.0028303203734063,0.05,59
MSM_hi_prevalence,0.5585585585585587,0.0106742989465511,0.05,59
MSMW_prevalence,0.1248648648648649,0.0030785907432147,0.05,59
MSMW_hi_prevalence,0.5468468468468469,0.0115859109452615,0.05,59
WSM_prevalence,0.0318748221906116,0.0004767534485583,0.05,61
WSM_hi_prevalence,0.4339622641509434,0.0088643252575437,0.05,61
MSW_prevalence,0.0241194879089615,0.0003832865854588,0.05,61
MSW_hi_prevalence,0.3065065065065065,0.0060026684086346,0.05,61
MSM_prevalence,0.1235135135135135,0.0032392785242689,0.05,61
MSM_hi_prevalence,0.5145530145530146,0.0110629426858783,0.05,61
MSMW_prevalence,0.1036486486486486,0.0028451571562161,0.05,61
MSMW_hi_prevalence,0.5167567567567568,0.018364241162149,0.05,61
WSM_prevalence,0.0345604551920341,0.0004205397155259,0.05,66
WSM_hi_prevalence,0.4022257551669316,0.0068372942080791,0.05,66
MSW_prevalence,0.0258833570412517,0.0003494466757484,0.05,66
MSW_hi_prevalence,0.3530810810810811,0.0078002828140745,0.05,66
MSM_prevalence,0.1367567567567567,0.0035360918238683,0.05,66
MSM_hi_prevalence,0.5023299161230196,0.0112024581217803,0.05,66
MSMW_prevalence,0.1078378378378378,0.0036222770685622,0.05,66
MSMW_hi_prevalence,0.4532224532224532,0.0206582216356785,0.05,66
WSM_prevalence,0.0395391180654338,0.0005205524713724,0.05,67
WSM_hi_prevalence,0.4225111187136504,0.0077181337342433,0.05,67
MSW_prevalence,0.0289615931721194,0.0004186386101542,0.05,67
MSW_hi_prevalence,0.3790168120876781,0.0070517308047588,0.05,67
MSM_prevalence,0.0844144144144144,0.0030320665662046,0.05,67
MSM_hi_prevalence,0.4160739687055476,0.0164056397420371,0.05,67
MSMW_prevalence,0.1131081081081081,0.0036264758378732,0.05,67
MSMW_hi_prevalence,0.4542042042042041,0.0155316523014843,0.05,67
WSM_prevalence,0.0430554765291607,0.0003982794822596,0.05,76
WSM_hi_prevalence,0.4576082932247315,0.0070161398216391,0.05,76
MSW_prevalence,0.0302247510668563,0.0003801484697385,0.05,76
MSW_hi_prevalence,0.3826820451024273,0.0063616676711732,0.05,76
MSM_prevalence,0.1128828828828828,0.0024546679539468,0.05,76
MSM_hi_prevalence,0.4567567567567568,0.0120188419021458,0.05,76
MSMW_prevalence,0.124054054054054,0.0026904753439671,0.05,76
MSMW_hi_prevalence,0.527027027027027,0.0127670747110058,0.05,76
WSM_prevalence,0.0409331436699857,0.0005573908600996,0.05,80
WSM_hi_prevalence,0.4638996138996138,0.00816358622195,0.05,80
MSW_prevalence,0.0302190611664295,0.0004116699647644,0.05,80
MSW_hi_prevalence,0.3770074422248335,0.0073462590417199,0.05,80
MSM_prevalence,0.11009009009009,0.0027016180673113,0.05,80
MSM_hi_prevalence,0.527027027027027,0.0152672138108849,0.05,80
MSMW_prevalence,0.1545945945945946,0.0038912505727862,0.05,80
MSMW_hi_prevalence,0.5716216216216216,0.0142756197885546,0.05,80
WSM_prevalence,0.0385320056899004,0.0004078445585403,0.05,83
WSM_hi_prevalence,0.478244201648457,0.0079056650874276,0.05,83
MSW_prevalence,0.030275960170697,0.000433500050501,0.05,83
MSW_hi_prevalence,0.3773468124613162,0.0091435774629199,0.05,83
MSM_prevalence,0.1174774774774775,0.0030192503422846,0.05,83
MSM_hi_prevalence,0.5123873873873873,0.0144738728489475,0.05,83
MSMW_prevalence,0.0956756756756756,0.0031370243867531,0.05,83
MSMW_hi_prevalence,0.4799627213420317,0.0171832081934106,0.05,83
WSM_prevalence,0.0379630156472261,0.0005101714896999,0.05,86
WSM_hi_prevalence,0.4559341950646299,0.0091176316902723,0.05,86
MSW_prevalence,0.0300426742532005,0.0003871153908023,0.05,86
MSW_hi_prevalence,0.3536036036036036,0.0072173718865276,0.05,86
MSM_prevalence,0.1132432432432432,0.0029805466668394,0.05,86
MSM_hi_prevalence,0.539864864864865,0.0161653042131457,0.05,86
MSMW_prevalence,0.1175675675675675,0.0030733135321469,0.05,86
MSMW_hi_prevalence,0.527027027027027,0.0154909554072419,0.05,86
WSM_prevalence,0.0382019914651493,0.0004531465817676,0.05,92
WSM_hi_prevalence,0.4492572042240916,0.006945343961674,0.05,92
MSW_prevalence,0.0294509246088193,0.0004187374140655,0.05,92
MSW_hi_prevalence,0.3915622940013183,0.008102651018031,0.05,92
MSM_prevalence,0.1155855855855855,0.0026723352353034,0.05,92
MSM_hi_prevalence,0.5319410319410319,0.0128667218209377,0.05,92
MSMW_prevalence,0.1286486486486486,0.0030551035960023,0.05,92
MSMW_hi_prevalence,0.5196911196911197,0.0158839110636206,0.05,92
WSM_prevalence,0.0420483641536273,0.0005559627688322,0.05,93
WSM_hi_prevalence,0.4892892892892892,0.0068343929284193,0.05,93
MSW_prevalence,0.0322219061166429,0.0004927123782246,0.05,93
MSW_hi_prevalence,0.3610744891232696,0.0060105820112458,0.05,93
MSM_prevalence,0.1097297297297297,0.0029492944881135,0.05,93
MSM_hi_prevalence,0.5013248542660306,0.0151108262063189,0.05,93
MSMW_prevalence,0.105,0.0036862702815432,0.05,93
MSMW_hi_prevalence,0.5665665665665666,0.023836765093116,0.05,93
WSM_prevalence,0.0396529160739687,0.0005395347217451,0.05,97
WSM_hi_prevalence,0.4689287827973959,0.0067016325711039,0.05,97
MSW_prevalence,0.0295761024182076,0.0004790623594971,0.05,97
MSW_hi_prevalence,0.3685144999013612,0.008951465943834,0.05,97
MSM_prevalence,0.1215315315315315,0.002648948251051,0.05,97
MSM_hi_prevalence,0.4833068362480125,0.0123735052436675,0.05,97
MSMW_prevalence,0.0894594594594594,0.0032695690807606,0.05,97
MSMW_hi_prevalence,0.5294840294840295,0.0203291280597934,0.05,97
WSM_prevalence,0.0377980085348506,0.0004862988203697,0.05,98
WSM_hi_prevalence,0.4543407043407043,0.008838317959694,0.05,98
MSW_prevalence,0.0285007112375533,0.0004861453055657,0.05,98
MSW_hi_prevalence,0.3466263466263465,0.0069060541474216,0.05,98
MSM_prevalence,0.1197297297297297,0.0026577000726158,0.05,98
MSM_hi_prevalence,0.5720720720720722,0.0116157637290041,0.05,98
MSMW_prevalence,0.1214864864864864,0.0032004179582579,0.05,98
MSMW_hi_prevalence,0.5315315315315315,0.014725478348273,0.05,98
WSM_prevalence,0.0425206258890469,0.0004847151037123,0.05,99
WSM_hi_prevalence,0.4818087318087318,0.0065224337738486,0.05,99
MSW_prevalence,0.0327112375533428,0.0005135062894432,0.05,99
MSW_hi_prevalence,0.4061945156835668,0.0069062804514321,0.05,99
MSM_prevalence,0.105045045045045,0.002969710346128,0.05,99
MSM_hi_prevalence,0.492176386913229,0.015120188498263,0.05,99
MSMW_prevalence,0.1024324324324324,0.0039498623043131,0.05,99
MSMW_hi_prevalence,0.4983108108108108,0.015785862352338,0.05,99
WSM_prevalence,0.0377752489331436,0.0005507851043667,0.05,103
WSM_hi_prevalence,0.449017199017199,0.0082334026465532,0.05,103
MSW_prevalence,0.0282731152204836,0.0003825326822859,0.05,103
MSW_hi_prevalence,0.3437972133624307,0.0071608024045364,0.05,103
MSM_prevalence,0.1413513513513513,0.003654359771058,0.05,103
MSM_hi_prevalence,0.5713513513513514,0.0153544809228033,0.05,103
MSMW_prevalence,0.1355405405405405,0.0034374711780598,0.05,103
MSMW_hi_prevalence,0.5472972972972973,0.0148118766193309,0.05,103
WSM_prevalence,0.0367965860597439,0.0005068395890588,0.05,105
WSM_hi_prevalence,0.4443985970703527,0.0068872423752772,0.05,105
MSW_prevalence,0.0279601706970127,0.0004994128027183,0.05,105
MSW_hi_prevalence,0.3453222453222454,0.0081944218512981,0.05,105
MSM_prevalence,0.1044144144144144,0.0028505601661477,0.05,105
MSM_hi_prevalence,0.4708392603129445,0.0172986594091557,0.05,105
MSMW_prevalence,0.1332432432432432,0.0034832084130808,0.05,105
MSMW_hi_prevalence,0.5110565110565111,0.0140495712134109,0.05,105
WSM_prevalence,0.042782361308677,0.0004458581512048,0.05,109
WSM_hi_prevalence,0.4797716971630014,0.0060333284054494,0.05,109
MSW_prevalence,0.0330014224751066,0.0004270479914094,0.05,109
MSW_hi_prevalence,0.3997058282772568,0.0079666793813023,0.05,109
MSM_prevalence,0.14,0.0024336370427659,0.05,109
MSM_hi_prevalence,0.58,0.0124721912892464,0.05,109
MSMW_prevalence,0.1291891891891891,0.0033975432384023,0.05,109
MSMW_hi_prevalence,0.5591216216216216,0.0148692897966272,0.05,109
WSM_prevalence,0.0417752489331436,0.0004266687676619,0.05,111
WSM_hi_prevalence,0.4838588588588589,0.0062592272725291,0.05,111
MSW_prevalence,0.0318349928876244,0.0003704484967147,0.05,111
MSW_hi_prevalence,0.3757112375533427,0.0062329172670385,0.05,111
MSM_prevalence,0.1293693693693693,0.0031844577877611,0.05,111
MSM_hi_prevalence,0.5491891891891891,0.0136360807953096,0.05,111
MSMW_prevalence,0.1281081081081081,0.0042018842805559,0.05,111
MSMW_hi_prevalence,0.5183645183645184,0.0178603666251584,0.05,111
WSM_prevalence,0.0371095305832147,0.0004504254940554,0.05,118
WSM_hi_prevalence,0.422447925632639,0.0056392450802873,0.05,118
MSW_prevalence,0.0278349928876244,0.0004158149922353,0.05,118
MSW_hi_prevalence,0.3619459459459459,0.0069206079019585,0.05,118
MSM_prevalence,0.093063063063063,0.0021934259558348,0.05,118
MSM_hi_prevalence,0.5484896661367249,0.0167969368911887,0.05,118
MSMW_prevalence,0.124054054054054,0.0025174901540213,0.05,118
MSMW_hi_prevalence,0.4753577106518282,0.0120350449911772,0.05,118
WSM_prevalence,0.0427311522048364,0.0006210323515472,0.05,122
WSM_hi_prevalence,0.4928678678678677,0.0083569627595378,0.05,122
MSW_prevalence,0.0338662873399715,0.0004851045657522,0.05,122
MSW_hi_prevalence,0.3930400989224518,0.0056128560709304,0.05,122
MSM_prevalence,0.109099099099099,0.0030719561181549,0.05,122
MSM_hi_prevalence,0.5302445302445302,0.0121925967319796,0.05,122
MSMW_prevalence,0.1325675675675675,0.0026889665955833,0.05,122
MSMW_hi_prevalence,0.5621621621621622,0.0136793296984148,0.05,122
WSM_prevalence,0.0377524893314366,0.000532009915894,0.05,132
WSM_hi_prevalence,0.4610492845786963,0.0095048483620484,0.05,132
MSW_prevalence,0.0297297297297297,0.0005101767779215,0.05,132
MSW_hi_prevalence,0.3845988845988846,0.0074673943513719,0.05,132
MSM_prevalence,0.1183783783783783,0.002840497982599,0.05,132
MSM_hi_prevalence,0.5337837837837839,0.0133225210553398,0.05,132
MSMW_prevalence,0.0928378378378378,0.0031333030268597,0.05,132
MSMW_hi_prevalence,0.5146396396396397,0.0208780935716742,0.05,132
WSM_prevalence,0.0388733997155049,0.0005622454696461,0.05,135
WSM_hi_prevalence,0.481040742234772,0.0076321717884622,0.05,135
MSW_prevalence,0.0292233285917496,0.0004101511002734,0.05,135
MSW_hi_prevalence,0.3719523719523719,0.0068381917947427,0.05,135
MSM_prevalence,0.1025225225225225,0.0022274915207991,0.05,135
MSM_hi_prevalence,0.516435354273192,0.0134844173323597,0.05,135
MSMW_prevalence,0.1318918918918918,0.003329679029293,0.05,135
MSMW_hi_prevalence,0.4995904995904995,0.0170007070455258,0.05,135
WSM_prevalence,0.0398805120910384,0.0005437932959746,0.05,144
WSM_hi_prevalence,0.4693424768051634,0.0087222229359602,0.05,144
MSW_prevalence,0.0300938833570412,0.0004261541700326,0.05,144
MSW_hi_prevalence,0.3634788634788634,0.0064956622145831,0.05,144
MSM_prevalence,0.1081981981981982,0.002401182122517,0.05,144
MSM_hi_prevalence,0.5024255024255023,0.0112611131832165,0.05,144
MSMW_prevalence,0.1306756756756756,0.0030149910866092,0.05,144
MSMW_hi_prevalence,0.5182432432432432,0.0120469181264111,0.05,144
WSM_prevalence,0.0412460881934566,0.0006138049221608,0.05,145
WSM_hi_prevalence,0.4579199452617174,0.0079515505523743,0.05,145
MSW_prevalence,0.0304807965860597,0.0005515454497249,0.05,145
MSW_hi_prevalence,0.4047817047817048,0.0084114698733681,0.05,145
MSM_prevalence,0.1113513513513513,0.0029999984969951,0.05,145
MSM_hi_prevalence,0.5348837209302327,0.0163948869635915,0.05,145
MSMW_prevalence,0.1035135135135135,0.0047095235475021,0.05,145
MSMW_hi_prevalence,0.4520037278657968,0.0240432091592287,0.05,145
WSM_prevalence,0.0390213371266002,0.0005969215091713,0.05,149
WSM_hi_prevalence,0.4355580069865785,0.0075873176252852,0.05,149
MSW_prevalence,0.0290241820768136,0.0005130402315918,0.05,149
MSW_hi_prevalence,0.3448275862068966,0.0087903974866119,0.05,149
MSM_prevalence,0.1372972972972972,0.0028790483757972,0.05,149
MSM_hi_prevalence,0.5521992580816112,0.0115105702580073,0.05,149
MSMW_prevalence,0.1372972972972973,0.0037297732512584,0.05,149
MSMW_hi_prevalence,0.547845142439737,0.0161106541900884,0.05,149
WSM_prevalence,0.0448705547652916,0.0004872945650114,0.05,162
WSM_hi_prevalence,0.4987714987714987,0.005835362508266,0.05,162
MSW_prevalence,0.0342418207681365,0.0003273492677687,0.05,162
MSW_hi_prevalence,0.426988139218355,0.0067380602337764,0.05,162
MSM_prevalence,0.111081081081081,0.0024947527650904,0.05,162
MSM_hi_prevalence,0.4979209979209978,0.0118944792572387,0.05,162
MSMW_prevalence,0.1185135135135135,0.0029628889860364,0.05,162
MSMW_hi_prevalence,0.527027027027027,0.016175847874249,0.05,162
WSM_prevalence,0.0409957325746799,0.0006647747679938,0.05,164
WSM_hi_prevalence,0.4499205087440381,0.0066791968138367,0.05,164
MSW_prevalence,0.0301109530583214,0.0004866334256614,0.05,164
MSW_hi_prevalence,0.3802295446131062,0.0069342588539745,0.05,164
MSM_prevalence,0.1026126126126126,0.0025642726870074,0.05,164
MSM_hi_prevalence,0.4789440603394091,0.0135609358959091,0.05,164
MSMW_prevalence,0.1005405405405405,0.0029496766745486,0.05,164
MSMW_hi_prevalence,0.4724724724724723,0.01294868729525,0.05,164
WSM_prevalence,0.038475106685633,0.000366681109419,0.05,173
WSM_hi_prevalence,0.4546674333908377,0.006902144269503,0.05,173
MSW_prevalence,0.0285974395448079,0.0003102633828833,0.05,173
MSW_hi_prevalence,0.3934879761651414,0.0067710547204952,0.05,173
MSM_prevalence,0.1244144144144144,0.0030865992066074,0.05,173
MSM_hi_prevalence,0.5223386651958081,0.0134310262550686,0.05,173
MSMW_prevalence,0.1331081081081081,0.0036057144718527,0.05,173
MSMW_hi_prevalence,0.511056511056511,0.0128179370063537,0.05,173
WSM_prevalence,0.0390839260312944,0.0005823050879681,0.05,174
WSM_hi_prevalence,0.4870534870534869,0.0091580077930808,0.05,174
MSW_prevalence,0.0300483641536273,0.0004626697320115,0.05,174
MSW_hi_prevalence,0.3851351351351351,0.0062983832548415,0.05,174
MSM_prevalence,0.0992792792792792,0.0023926227371822,0.05,174
MSM_hi_prevalence,0.4607464607464608,0.0147389901231543,0.05,174
MSMW_prevalence,0.115,0.0026280994857324,0.05,174
MSMW_hi_prevalence,0.4918918918918917,0.0114593715776329,0.05,174
WSM_prevalence,0.0401877667140825,0.0005500138976578,0.05,181
WSM_hi_prevalence,0.4435919790758501,0.0080520310423941,0.05,181
MSW_prevalence,0.0304011379800853,0.0004353858367352,0.05,181
MSW_hi_prevalence,0.3581981981981983,0.0069588074824753,0.05,181
MSM_prevalence,0.0989189189189189,0.0034052650505208,0.05,181
MSM_hi_prevalence,0.4857560262965667,0.0186016531457221,0.05,181
MSMW_prevalence,0.0966216216216216,0.003130387572391,0.05,181
MSMW_hi_prevalence,0.4386694386694386,0.0160141649456567,0.05,181
WSM_prevalence,0.036176386913229,0.000433168000089,0.05,183
WSM_hi_prevalence,0.4752432432432432,0.0060146724260345,0.05,183
MSW_prevalence,0.0275903271692745,0.0004070654429677,0.05,183
MSW_hi_prevalence,0.3396530859217426,0.0067793802156544,0.05,183
MSM_prevalence,0.1445045045045045,0.0028539590079319,0.05,183
MSM_hi_prevalence,0.5301455301455301,0.0109908085633803,0.05,183
MSMW_prevalence,0.1308108108108108,0.0033474560817097,0.05,183
MSMW_hi_prevalence,0.5710549258936356,0.0169030986564555,0.05,183
WSM_prevalence,0.0442560455192034,0.000613195124746,0.05,185
WSM_hi_prevalence,0.5035561877667141,0.0079870311194618,0.05,185
MSW_prevalence,0.0349473684210526,0.0005251448963893,0.05,185
MSW_hi_prevalence,0.4017776165427172,0.0074386874656168,0.05,185
MSM_prevalence,0.1011711711711711,0.0035070266855429,0.05,185
MSM_hi_prevalence,0.4643104643104642,0.0176280573233836,0.05,185
MSMW_prevalence,0.0931081081081081,0.0026019119165138,0.05,185
MSMW_hi_prevalence,0.4585585585585586,0.0142318265598471,0.05,185
WSM_prevalence,0.0370697012802275,0.0004697873445796,0.05,187
WSM_hi_prevalence,0.4682682682682683,0.0066954920953716,0.05,187
MSW_prevalence,0.0288990042674253,0.000422366265071,0.05,187
MSW_hi_prevalence,0.3568796068796069,0.0067247966680774,0.05,187
MSM_prevalence,0.0945945945945946,0.0027952941751059,0.05,187
MSM_hi_prevalence,0.4157561817136285,0.0145298782121887,0.05,187
MSMW_prevalence,0.0895945945945946,0.0034516087252151,0.05,187
MSMW_hi_prevalence,0.4045045045045045,0.0179515792100046,0.05,187
WSM_prevalence,0.0390384068278805,0.0003576901897408,0.05,188
WSM_hi_prevalence,0.4628662275721099,0.0072034129582526,0.05,188
MSW_prevalence,0.0283186344238975,0.0002957805834042,0.05,188
MSW_hi_prevalence,0.3581567178689481,0.0050728347733098,0.05,188
