group,mean,se,p_msmw_w,replicate
MSMW_prevalence,0.12,0.0031300634653785,0.05,36
MSMW_hi_prevalence,0.4758394758394759,0.0142784623558971,0.05,36
WSM_prevalence,0.0402048364153627,0.0005928534646646,0.05,46
WSM_hi_prevalence,0.4481540363893304,0.0060122085476351,0.05,46
MSW_prevalence,0.0300142247510668,0.0003756579339657,0.05,46
MSW_hi_prevalence,0.388017388017388,0.0076768362212287,0.05,46
MSM_prevalence,0.1011711711711711,0.0024240764048781,0.05,46
MSM_hi_prevalence,0.4424890006285355,0.014205149786452,0.05,46
MSMW_prevalence,0.1009459459459459,0.0030004869339425,0.05,46
MSMW_hi_prevalence,0.4882301656495204,0.0151634935753496,0.05,46
WSM_prevalence,0.0428620199146514,0.0004079239314684,0.05,52
WSM_hi_prevalence,0.5128800675675675,0.0069838831961745,0.05,52
MSW_prevalence,0.0323357041251778,0.0003744086109073,0.05,52
MSW_hi_prevalence,0.3867786705624544,0.0063832601591325,0.05,52
MSM_prevalence,0.0953153153153153,0.0029353490306246,0.05,52
MSM_hi_prevalence,0.4890604890604891,0.015969105192508,0.05,52
MSMW_prevalence,0.0843243243243243,0.0024899359152281,0.05,52
MSMW_hi_prevalence,0.4754299754299755,0.0130141266028425,0.05,52
WSM_prevalence,0.0383499288762446,0.0005653320060599,0.05,56
WSM_hi_prevalence,0.4787926612744131,0.0085343927387347,0.05,56
MSW_prevalence,0.0299402560455192,0.0004523778982002,0.05,56
MSW_hi_prevalence,0.3850311850311851,0.0067376277365412,0.05,56
MSM_prevalence,0.1227927927927928,0.0025784763780814,0.05,56
MSM_hi_prevalence,0.5351351351351351,0.0128120307569136,0.05,56
MSMW_prevalence,0.1137837837837838,0.0031204871643455,0.05,56
MSMW_hi_prevalence,0.4533565823888404,0.0144665835102047,0.05,56
WSM_prevalence,0.0363129445234708,0.0005267026630358,0.05,58
WSM_hi_prevalence,0.4413229018492176,0.0072391693205257,0.05,58
MSW_prevalence,0.0281365576102418,0.0004257847108738,0.05,58
MSW_hi_prevalence,0.357114467408585,0.0063361423636715,0.05,58
MSM_prevalence,0.0963063063063063,0.0036345021670648,0.05,58
MSM_hi_prevalence,0.4225444957152274,0.015759543904233,0.05,58
MSMW_prevalence,0.1044594594594594,0.0039268068075212,0.05,58
MSMW_hi_prevalence,0.444356120826709,0.0177579899627929,0.05,58
WSM_prevalence,0.041877667140825,0.0004540843167877,0.05,59
WSM_hi_prevalence,0.4944015444015443,0.0082763039170933,0.05,59
MSW_prevalence,0.0311692745376955,0.0003495418826616,0.05,59
MSW_hi_prevalence,0.3835348506401138,0.0054250483269316,0.05,59
MSM_prevalence,0.1114414414414414,0.0035970285361622,0.05,59
MSM_hi_prevalence,0.4733025708635464,0.0159680266306518,0.05,59
MSMW_prevalence,0.112027027027027,0.0037290931693369,0.05,59
MSMW_hi_prevalence,0.4527027027027027,0.0145118513162836,0.05,59
WSM_prevalence,0.0333712660028449,0.000574620474618,0.05,60
WSM_hi_prevalence,0.4277505852309001,0.0073484103077705,0.05,60
MSW_prevalence,0.0245633001422475,0.0004761664448795,0.05,60
MSW_hi_prevalence,0.3298176225005493,0.0084211462743707,0.05,60
MSM_prevalence,0.1088288288288288,0.0020795660280778,0.05,60
MSM_hi_prevalence,0.5038115038115036,0.0123385265521585,0.05,60
MSMW_prevalence,0.1345945945945946,0.0035744882368451,0.05,60
MSMW_hi_prevalence,0.5500794912559618,0.0119457488912028,0.05,60
WSM_prevalence,0.0400967283072546,0.000530038648986,0.05,61
WSM_hi_prevalence,0.4478228228228227,0.0071073934792648,0.05,61
MSW_prevalence,0.0295362731152204,0.00041898217551,0.05,61
MSW_hi_prevalence,0.3793436293436293,0.0060499328244896,0.05,61
MSM_prevalence,0.1189189189189189,0.0031692709749636,0.05,61
MSM_hi_prevalence,0.4513003569607343,0.0129219334149223,0.05,61
MSMW_prevalence,0.1047297297297297,0.0032184361581795,0.05,61
MSMW_hi_prevalence,0.5029377203290246,0.0170601502078986,0.05,61
WSM_prevalence,0.0405576102418207,0.0005348270998185,0.05,71
WSM_hi_prevalence,0.4735691573926868,0.0077635499124985,0.05,71
MSW_prevalence,0.0297069701280227,0.0003230073165646,0.05,71
MSW_hi_prevalence,0.3685671973343206,0.0051040591694212,0.05,71
MSM_prevalence,0.0948648648648648,0.0030114745372987,0.05,71
MSM_hi_prevalence,0.4456163480553725,0.016195450460594,0.05,71
MSMW_prevalence,0.0895945945945946,0.0030287559412638,0.05,71
MSMW_hi_prevalence,0.4408201304753029,0.0153011622939108,0.05,71
WSM_prevalence,0.0419061166429587,0.0005832602803311,0.05,80
WSM_hi_prevalence,0.465140299535204,0.0070868787743111,0.05,80
MSW_prevalence,0.0314822190611664,0.0004328668593885,0.05,80
MSW_hi_prevalence,0.4005791505791505,0.0058998867914811,0.05,80
MSM_prevalence,0.0946846846846846,0.0022574514564147,0.05,80
MSM_hi_prevalence,0.4594594594594594,0.0130068766168615,0.05,80
MSMW_prevalence,0.12,0.0032477758617318,0.05,80
MSMW_hi_prevalence,0.5033783783783784,0.0156383100115403,0.05,80
WSM_prevalence,0.037081081081081,0.00052906895914,0.05,82
WSM_hi_prevalence,0.4324324324324324,0.0074555150979218,0.05,82
MSW_prevalence,0.0293655761024182,0.0004527812722076,0.05,82
MSW_hi_prevalence,0.3579150579150579,0.0056437611195059,0.05,82
MSM_prevalence,0.1242342342342342,0.0027812250340753,0.05,82
MSM_hi_prevalence,0.4912280701754385,0.0100142377225626,0.05,82
MSMW_prevalence,0.1177027027027027,0.0033646869714303,0.05,82
MSMW_hi_prevalence,0.5405405405405407,0.0143127197794642,0.05,82
WSM_prevalence,0.0378890469416785,0.0005798582708017,0.05,84
WSM_hi_prevalence,0.4623259623259624,0.0079719760927571,0.05,84
MSW_prevalence,0.0297695590327169,0.0004719836329663,0.05,84
MSW_hi_prevalence,0.3390372621141852,0.0063203970643942,0.05,84
MSM_prevalence,0.1397297297297297,0.0027166805712669,0.05,84
MSM_hi_prevalence,0.4782818532818533,0.009739924852411,0.05,84
MSMW_prevalence,0.0956756756756756,0.0027683469482539,0.05,84
MSMW_hi_prevalence,0.5712530712530712,0.0180946364416754,0.05,84
WSM_prevalence,0.0432887624466571,0.0006271564964721,0.05,85
WSM_hi_prevalence,0.4840453356582389,0.0080871965735198,0.05,85
MSW_prevalence,0.0330184921763869,0.0004582519249824,0.05,85
MSW_hi_prevalence,0.3835011482070306,0.0063217063379326,0.05,85
MSM_prevalence,0.1323423423423423,0.0030177565512065,0.05,85
MSM_hi_prevalence,0.5765765765765767,0.0149084761943403,0.05,85
MSMW_prevalence,0.1089189189189189,0.0031368626802974,0.05,85
MSMW_hi_prevalence,0.5495495495495495,0.0178944240789084,0.05,85
WSM_prevalence,0.0375248933143669,0.0004158366191912,0.05,86
WSM_hi_prevalence,0.4395356895356895,0.0055349747422061,0.05,86
MSW_prevalence,0.0289160739687055,0.0003632907233178,0.05,86
MSW_hi_prevalence,0.3517374517374517,0.0067706849151731,0.05,86
MSM_prevalence,0.1155855855855856,0.0040785048448343,0.05,86
MSM_hi_prevalence,0.4675675675675675,0.0153898557000798,0.05,86
MSMW_prevalence,0.1436486486486486,0.0043952978246407,0.05,86
MSMW_hi_prevalence,0.4802494802494801,0.0120319858102152,0.05,86
WSM_prevalence,0.0468790896159317,0.0005825814677219,0.05,90
WSM_hi_prevalence,0.5079977937120795,0.0065850132792593,0.05,90
MSW_prevalence,0.0337524893314367,0.0003936942390639,0.05,90
MSW_hi_prevalence,0.4387133612485725,0.005511028900844,0.05,90
MSM_prevalence,0.0688288288288288,0.0023963888700612,0.05,90
MSM_hi_prevalence,0.3794594594594594,0.0150771088443041,0.05,90
MSMW_prevalence,0.1085135135135135,0.0029438237941431,0.05,90
MSMW_hi_prevalence,0.5099099099099099,0.0162287239050917,0.05,90
WSM_prevalence,0.0429246088193456,0.0004466521499425,0.05,91
WSM_hi_prevalence,0.4980127186009538,0.0068300702707847,0.05,91
MSW_prevalence,0.0330128022759601,0.0003537895104899,0.05,91
MSW_hi_prevalence,0.3826179120296767,0.0054648144341137,0.05,91
MSM_prevalence,0.0934234234234234,0.0029240368384947,0.05,91
MSM_hi_prevalence,0.4786628733997154,0.0140867735271422,0.05,91
MSMW_prevalence,0.1016216216216216,0.0027676139025775,0.05,91
MSMW_hi_prevalence,0.5371621621621621,0.0178174839133721,0.05,91
WSM_prevalence,0.0404495021337126,0.000520253511327,0.05,92
WSM_hi_prevalence,0.476721883173496,0.0073601484874756,0.05,92
MSW_prevalence,0.0330355618776671,0.0004425053604693,0.05,92
MSW_hi_prevalence,0.3713439466864124,0.0075821272188955,0.05,92
MSM_prevalence,0.1310810810810811,0.0030375638860655,0.05,92
MSM_hi_prevalence,0.5257521672616012,0.0129587751504646,0.05,92
MSMW_prevalence,0.1409459459459459,0.0037158749502054,0.05,92
MSMW_hi_prevalence,0.5405405405405406,0.0166579449273825,0.05,92
WSM_prevalence,0.0436415362731152,0.0005153506011231,0.05,93
WSM_hi_prevalence,0.5018209699060763,0.0064474074679464,0.05,93
MSW_prevalence,0.0331493598862019,0.0004610087496046,0.05,93
MSW_hi_prevalence,0.4029953520399381,0.0063245518946255,0.05,93
MSM_prevalence,0.1005405405405405,0.0022797124776762,0.05,93
MSM_hi_prevalence,0.5171990171990173,0.0127743454195856,0.05,93
MSMW_prevalence,0.0944594594594594,0.0029623753238661,0.05,93
MSMW_hi_prevalence,0.4982373678025851,0.0176371990637202,0.05,93
WSM_prevalence,0.0370184921763869,0.0006267405159863,0.05,95
WSM_hi_prevalence,0.4670880557977332,0.007586444761969,0.05,95
MSW_prevalence,0.0267539118065433,0.0005778401342715,0.05,95
MSW_hi_prevalence,0.3583068362480127,0.0075686467180214,0.05,95
MSM_prevalence,0.1338738738738739,0.002994582789746,0.05,95
MSM_hi_prevalence,0.5773955773955773,0.0120898017553108,0.05,95
MSMW_prevalence,0.1272972972972973,0.0035492808696959,0.05,95
MSMW_hi_prevalence,0.5735735735735735,0.0150945138955856,0.05,95
WSM_prevalence,0.042076813655761,0.0005171100825172,0.05,97
WSM_hi_prevalence,0.4761812171884115,0.0075876914631666,0.05,97
MSW_prevalence,0.0317382645803698,0.0004129459363068,0.05,97
MSW_hi_prevalence,0.3771885092639809,0.007177895315717,0.05,97
MSM_prevalence,0.1416216216216216,0.0027901275667728,0.05,97
MSM_hi_prevalence,0.5660377358490564,0.0104680056010213,0.05,97
MSMW_prevalence,0.1035135135135135,0.0030006559897464,0.05,97
MSMW_hi_prevalence,0.541827541827542,0.0187586538902406,0.05,97
WSM_prevalence,0.0404096728307254,0.0005213896824334,0.05,104
WSM_hi_prevalence,0.4676607642124883,0.0058232782546083,0.05,104
MSW_prevalence,0.0302019914651493,0.0004032588002262,0.05,104
MSW_hi_prevalence,0.3884349465744816,0.0069788375922086,0.05,104
MSM_prevalence,0.071081081081081,0.0033108703936675,0.05,104
MSM_hi_prevalence,0.3596096096096096,0.0180414637247716,0.05,104
MSMW_prevalence,0.0798648648648648,0.0041575868929001,0.05,104
MSMW_hi_prevalence,0.4293139293139293,0.0240549614665408,0.05,104
WSM_prevalence,0.037678520625889,0.0006582274606208,0.05,107
WSM_hi_prevalence,0.4302110329507589,0.008546050375929,0.05,107
MSW_prevalence,0.0277439544807965,0.0005741867945907,0.05,107
MSW_hi_prevalence,0.3671517671517672,0.0096385659518838,0.05,107
MSM_prevalence,0.1337837837837837,0.0023752216136078,0.05,107
MSM_hi_prevalence,0.5296147211040828,0.0119127878998045,0.05,107
MSMW_prevalence,0.1522972972972973,0.0032046945821188,0.05,107
MSMW_hi_prevalence,0.6396396396396397,0.0125121121057055,0.05,107
WSM_prevalence,0.0416330014224751,0.0005486583993168,0.05,113
WSM_hi_prevalence,0.4907152050009193,0.007200491827039,0.05,113
MSW_prevalence,0.0327112375533428,0.0004940884917248,0.05,113
MSW_hi_prevalence,0.3973591912523211,0.0070430766819589,0.05,113
MSM_prevalence,0.1322522522522522,0.0034418135211758,0.05,113
MSM_hi_prevalence,0.5151033386327506,0.0141665135745973,0.05,113
MSMW_prevalence,0.1091891891891891,0.0034740215287673,0.05,113
MSMW_hi_prevalence,0.5329391891891891,0.0128691016307876,0.05,113
WSM_prevalence,0.0415192034139402,0.0004940739304808,0.05,120
WSM_hi_prevalence,0.4802055576703464,0.0062396186289357,0.05,120
MSW_prevalence,0.0311408250355618,0.0004204498908851,0.05,120
MSW_hi_prevalence,0.3768974453905961,0.0062157422280466,0.05,120
MSM_prevalence,0.1343243243243243,0.0036916178644154,0.05,120
MSM_hi_prevalence,0.5682110682110681,0.0184326712836583,0.05,120
MSMW_prevalence,0.1178378378378378,0.0030359491526584,0.05,120
MSMW_hi_prevalence,0.5505505505505506,0.0135515638913261,0.05,120
WSM_prevalence,0.0406315789473684,0.0004070698614206,0.05,122
WSM_hi_prevalence,0.4450328707085464,0.0063496488863088,0.05,122
MSW_prevalence,0.0299743954480796,0.0003565544825912,0.05,122
MSW_hi_prevalence,0.41471723824665,0.0063826902591741,0.05,122
MSM_prevalence,0.1272072072072072,0.0025913845396604,0.05,122
MSM_hi_prevalence,0.5663924794359577,0.012662146396588,0.05,122
MSMW_prevalence,0.1244594594594594,0.0033768765430614,0.05,122
MSMW_hi_prevalence,0.5177364864864865,0.0144571307167429,0.05,122
WSM_prevalence,0.0396187766714082,0.0005313079406167,0.05,123
WSM_hi_prevalence,0.4594594594594595,0.007711398150223,0.05,123
MSW_prevalence,0.0303499288762446,0.0004463339139967,0.05,123
MSW_hi_prevalence,0.3949933540097474,0.0074679591662739,0.05,123
MSM_prevalence,0.0827927927927927,0.0024490589583906,0.05,123
MSM_hi_prevalence,0.4617117117117116,0.0141717669016694,0.05,123
MSMW_prevalence,0.1113513513513513,0.002929659917389,0.05,123
MSMW_hi_prevalence,0.4831081081081081,0.0171930271362486,0.05,123
WSM_prevalence,0.0436472261735419,0.0005392779711252,0.05,126
WSM_hi_prevalence,0.4861237076002177,0.0073627382881668,0.05,126
MSW_prevalence,0.0337638691322901,0.0004174295958625,0.05,126
MSW_hi_prevalence,0.3887607119314437,0.0064767359972473,0.05,126
MSM_prevalence,0.1224324324324324,0.0030501553389517,0.05,126
MSM_hi_prevalence,0.5079977937120793,0.0115083525313688,0.05,126
MSMW_prevalence,0.0883783783783783,0.003722012951003,0.05,126
MSMW_hi_prevalence,0.4619164619164619,0.0196538867256616,0.05,126
WSM_prevalence,0.0417354196301564,0.0005345277113959,0.05,131
WSM_hi_prevalence,0.4611980401454086,0.0069110830121939,0.05,131
MSW_prevalence,0.031402560455192,0.0004843049030498,0.05,131
MSW_hi_prevalence,0.4148434148434149,0.0079463250728309,0.05,131
MSM_prevalence,0.1019819819819819,0.0030414209232237,0.05,131
MSM_hi_prevalence,0.5003295978905735,0.0125958344521788,0.05,131
MSMW_prevalence,0.0914864864864865,0.0033269356671516,0.05,131
MSMW_hi_prevalence,0.4542619542619543,0.017811937855128,0.05,131
WSM_prevalence,0.0449103840682788,0.0005592094426857,0.05,143
WSM_hi_prevalence,0.5285938112025068,0.0089278681232265,0.05,143
MSW_prevalence,0.0338492176386913,0.0004292806874542,0.05,143
MSW_hi_prevalence,0.407611693325979,0.0065708812610482,0.05,143
MSM_prevalence,0.1364864864864865,0.0024674928476868,0.05,143
MSM_hi_prevalence,0.5481786133960046,0.0136124942173953,0.05,143
MSMW_prevalence,0.1136486486486486,0.0035442751318901,0.05,143
MSMW_hi_prevalence,0.560111835973905,0.0142918404664783,0.05,143
WSM_prevalence,0.0416614509246088,0.0004957982744809,0.05,145
WSM_hi_prevalence,0.4444876531207466,0.0075275231237642,0.05,145
MSW_prevalence,0.0292972972972972,0.0004243990232573,0.05,145
MSW_hi_prevalence,0.3653123321997494,0.0071324540219964,0.05,145
MSM_prevalence,0.1254954954954955,0.0025482210201048,0.05,145
MSM_hi_prevalence,0.5800922874093606,0.0113858461068175,0.05,145
MSMW_prevalence,0.1378378378378378,0.0028112583381315,0.05,145
MSMW_hi_prevalence,0.5117698343504795,0.0155199417876416,0.05,145
WSM_prevalence,0.0446258890469416,0.0004200625697052,0.05,147
WSM_hi_prevalence,0.5116495806150978,0.007637703709536,0.05,147
MSW_prevalence,0.035203413940256,0.0005536529437449,0.05,147
MSW_hi_prevalence,0.4052275960170697,0.0071628229084902,0.05,147
MSM_prevalence,0.1056756756756756,0.0023986457114373,0.05,147
MSM_hi_prevalence,0.4987129987129986,0.0109919587947824,0.05,147
MSMW_prevalence,0.1475675675675676,0.0037699500439853,0.05,147
MSMW_hi_prevalence,0.564645726807889,0.0177661907445383,0.05,147
WSM_prevalence,0.0355846372688477,0.0003851870679555,0.05,148
WSM_hi_prevalence,0.4411508282476025,0.007855128676425,0.05,148
MSW_prevalence,0.0271465149359886,0.0004123444314571,0.05,148
MSW_hi_prevalence,0.3009744438315867,0.0054432327056765,0.05,148
MSM_prevalence,0.1262162162162162,0.0033957179314011,0.05,148
MSM_hi_prevalence,0.5445658424381831,0.0162284918447511,0.05,148
MSMW_prevalence,0.1108108108108108,0.0024315981218496,0.05,148
MSMW_hi_prevalence,0.5245245245245245,0.0131935661793577,0.05,148
WSM_prevalence,0.0415761024182076,0.0004624519831088,0.05,149
WSM_hi_prevalence,0.4725194993651369,0.0068975705938079,0.05,149
MSW_prevalence,0.0311977240398293,0.0002879386964718,0.05,149
MSW_hi_prevalence,0.3954379911826719,0.0052099802266682,0.05,149
MSM_prevalence,0.1169369369369369,0.0028921740918007,0.05,149
MSM_hi_prevalence,0.5590327169274537,0.0154447581554313,0.05,149
MSMW_prevalence,0.1141891891891892,0.0040293290072921,0.05,149
MSMW_hi_prevalence,0.4743709226467848,0.0172364808929246,0.05,149
WSM_prevalence,0.0433399715504978,0.0005430966159388,0.05,151
WSM_hi_prevalence,0.4686965446459117,0.0067340432849559,0.05,151
MSW_prevalence,0.033655761024182,0.0004540684726761,0.05,151
MSW_hi_prevalence,0.3992965568308034,0.0058381073094113,0.05,151
MSM_prevalence,0.1056756756756756,0.0035721853613724,0.05,151
MSM_hi_prevalence,0.4442979564930784,0.0153309281850251,0.05,151
MSMW_prevalence,0.0974324324324324,0.0046483780213145,0.05,151
MSMW_hi_prevalence,0.4808946877912394,0.021708128588001,0.05,151
WSM_prevalence,0.0465490753911806,0.0006177175379605,0.05,152
WSM_hi_prevalence,0.5033112582781456,0.0067554231132148,0.05,152
MSW_prevalence,0.0341906116642958,0.0005183503105623,0.05,152
MSW_hi_prevalence,0.4171171171171171,0.009113310144572,0.05,152
MSM_prevalence,0.1218018018018018,0.0035410613793421,0.05,152
MSM_hi_prevalence,0.5075675675675676,0.0173871539918051,0.05,152
MSMW_prevalence,0.1009459459459459,0.0030989550563633,0.05,152
MSMW_hi_prevalence,0.5428907168037604,0.0203304963139224,0.05,152
WSM_prevalence,0.0395618776671408,0.0005856759950402,0.05,153
WSM_hi_prevalence,0.4724324324324325,0.008871161610473,0.05,153
MSW_prevalence,0.0299743954480796,0.0004859399268372,0.05,153
MSW_hi_prevalence,0.3638672229276256,0.0077152729701658,0.05,153
MSM_prevalence,0.1195495495495495,0.0028273715826014,0.05,153
MSM_hi_prevalence,0.53993993993994,0.0133640194340569,0.05,153
MSMW_prevalence,0.1316216216216216,0.0032939911057001,0.05,153
MSMW_hi_prevalence,0.5449233016800585,0.015516429477823,0.05,153
WSM_prevalence,0.0389644381223328,0.0004940903118501,0.05,154
WSM_hi_prevalence,0.4783996595020216,0.0066595901867713,0.05,154
MSW_prevalence,0.0298435277382645,0.0004312349803633,0.05,154
MSW_hi_prevalence,0.3682432432432432,0.0052256222633209,0.05,154
MSM_prevalence,0.0805405405405405,0.0028781085340826,0.05,154
MSM_hi_prevalence,0.3924794359576968,0.0144423807791512,0.05,154
MSMW_prevalence,0.0787837837837837,0.003842846623647,0.05,154
MSMW_hi_prevalence,0.3929313929313929,0.020711911481467,0.05,154
WSM_prevalence,0.0374167852062589,0.0004443266199192,0.05,156
WSM_hi_prevalence,0.4350176263219741,0.0053857849943629,0.05,156
MSW_prevalence,0.0267140825035561,0.000373012887907,0.05,156
MSW_hi_prevalence,0.3479279279279279,0.0069019436403961,0.05,156
