group,mean,se,p_msmw_w,replicate
MSMW_hi_prevalence,0.4604247104247105,0.0175479333616774,0.05,17
WSM_prevalence,0.0385490753911806,0.0003871084214638,0.05,18
WSM_hi_prevalence,0.4631617919289153,0.006721373613357,0.05,18
MSW_prevalence,0.0308221906116642,0.0003975969894118,0.05,18
MSW_hi_prevalence,0.3955023726016092,0.0068980493974448,0.05,18
MSM_prevalence,0.1185585585585585,0.0023304735103532,0.05,18
MSM_hi_prevalence,0.5451737451737451,0.010698379634811,0.05,18
MSMW_prevalence,0.1009459459459459,0.0032984539890131,0.05,18
MSMW_hi_prevalence,0.4615384615384616,0.021129419526558,0.05,18
WSM_prevalence,0.0390782361308677,0.0005373802285252,0.05,19
WSM_hi_prevalence,0.4592547092547092,0.0079387474876305,0.05,19
MSW_prevalence,0.0294338549075391,0.0004264579420894,0.05,19
MSW_hi_prevalence,0.3524620510921881,0.0070149186677143,0.05,19
MSM_prevalence,0.1224324324324324,0.0028929535065053,0.05,19
MSM_hi_prevalence,0.5424261470773099,0.0133677746833851,0.05,19
MSMW_prevalence,0.1355405405405405,0.003387974359725,0.05,19
MSMW_hi_prevalence,0.489060489060489,0.0136717597425804,0.05,19
WSM_prevalence,0.0380825035561877,0.0005060938185196,0.05,21
WSM_hi_prevalence,0.4287380906085941,0.0075755019476692,0.05,21
MSW_prevalence,0.0283698435277382,0.000408408653072,0.05,21
MSW_hi_prevalence,0.360295547345907,0.006926658763927,0.05,21
MSM_prevalence,0.1253153153153153,0.0028429573917059,0.05,21
MSM_hi_prevalence,0.5160276555625393,0.0120846747466329,0.05,21
MSMW_prevalence,0.1145945945945946,0.0031263338197226,0.05,21
MSMW_hi_prevalence,0.4889434889434889,0.0155849445549463,0.05,21
WSM_prevalence,0.0399715504978662,0.00047701180298,0.05,22
WSM_hi_prevalence,0.4464251485528082,0.0061447652811573,0.05,22
MSW_prevalence,0.0281934566145092,0.0003746679299363,0.05,22
MSW_hi_prevalence,0.360964991837475,0.0070030316850109,0.05,22
MSM_prevalence,0.1354054054054054,0.0031356586034515,0.05,22
MSM_hi_prevalence,0.542042042042042,0.0128293768405254,0.05,22
MSMW_prevalence,0.1339189189189189,0.003880415595366,0.05,22
MSMW_hi_prevalence,0.5010956902848793,0.0139564843495704,0.05,22
WSM_prevalence,0.0476073968705547,0.0005883844936403,0.05,24
WSM_hi_prevalence,0.5426640926640925,0.0060607034658087,0.05,24
MSW_prevalence,0.037325746799431,0.0005753868336977,0.05,24
MSW_hi_prevalence,0.4074844074844075,0.0070003848452168,0.05,24
MSM_prevalence,0.1345045045045045,0.0035495825773477,0.05,24
MSM_hi_prevalence,0.5405405405405406,0.0140886614791528,0.05,24
MSMW_prevalence,0.1032432432432432,0.0029332937664728,0.05,24
MSMW_hi_prevalence,0.5191441441441441,0.016031649027074,0.05,24
WSM_prevalence,0.0368762446657183,0.0004557034427618,0.05,32
WSM_hi_prevalence,0.4427552552552553,0.0071671689147245,0.05,32
MSW_prevalence,0.0295761024182076,0.0002996920961988,0.05,32
MSW_hi_prevalence,0.3619353619353619,0.0066837989830853,0.05,32
MSM_prevalence,0.1047747747747747,0.0025229693583934,0.05,32
MSM_hi_prevalence,0.4878724878724879,0.0120253315637055,0.05,32
MSMW_prevalence,0.1352702702702702,0.0029122936712152,0.05,32
MSMW_hi_prevalence,0.5561015561015561,0.0134506323025662,0.05,32
WSM_prevalence,0.0403186344238975,0.0003969405110352,0.05,35
WSM_hi_prevalence,0.4616361327770723,0.0053495365767203,0.05,35
MSW_prevalence,0.0310896159317211,0.0003138398331358,0.05,35
MSW_hi_prevalence,0.405192594168972,0.0066957613528384,0.05,35
MSM_prevalence,0.1377477477477477,0.0031928715387401,0.05,35
MSM_hi_prevalence,0.5355355355355353,0.0124986019884648,0.05,35
MSMW_prevalence,0.11,0.0038652218487351,0.05,35
MSMW_hi_prevalence,0.5595595595595595,0.0188647307672928,0.05,35
WSM_prevalence,0.0398406827880511,0.0005373835755104,0.05,38
WSM_hi_prevalence,0.4642782317200921,0.0078259830749786,0.05,38
MSW_prevalence,0.0284495021337126,0.0004289726250688,0.05,38
MSW_hi_prevalence,0.3475377217708506,0.0058095310448009,0.05,38
MSM_prevalence,0.1203603603603603,0.003077748462539,0.05,38
MSM_hi_prevalence,0.5499412455934195,0.0149948489953395,0.05,38
MSMW_prevalence,0.1232432432432432,0.0032374510339625,0.05,38
MSMW_hi_prevalence,0.4826254826254825,0.0135947792426306,0.05,38
WSM_prevalence,0.0386742532005689,0.000513669134716,0.05,43
WSM_hi_prevalence,0.4549234549234549,0.0071227694029525,0.05,43
MSW_prevalence,0.0285177809388335,0.000466961022229,0.05,43
MSW_hi_prevalence,0.3545310015898251,0.0076918777684642,0.05,43
MSM_prevalence,0.1031531531531531,0.0031478577012321,0.05,43
MSM_hi_prevalence,0.4804804804804804,0.0142627714653603,0.05,43
MSMW_prevalence,0.1032432432432432,0.0043115191412556,0.05,43
MSMW_hi_prevalence,0.4365274365274365,0.0209215126704296,0.05,43
WSM_prevalence,0.04125746799431,0.0004145608676662,0.05,51
WSM_hi_prevalence,0.4590990990990991,0.0057425709630277,0.05,51
MSW_prevalence,0.0304409672830725,0.0004039072359559,0.05,51
MSW_hi_prevalence,0.3756948437799501,0.0057415503020929,0.05,51
MSM_prevalence,0.1127027027027027,0.0028499273762701,0.05,51
MSM_hi_prevalence,0.4959145191703331,0.0149452593212591,0.05,51
MSMW_prevalence,0.1086486486486486,0.0033594061877448,0.05,51
MSMW_hi_prevalence,0.4746621621621621,0.0163288288288288,0.05,51
WSM_prevalence,0.0354935988620199,0.0005212309746121,0.05,52
WSM_hi_prevalence,0.4012887059244674,0.0081086985634941,0.05,52
MSW_prevalence,0.0273741109530583,0.0004385101090078,0.05,52
MSW_hi_prevalence,0.3293224731580896,0.0062207938732431,0.05,52
MSM_prevalence,0.1314414414414414,0.0037447339079098,0.05,52
MSM_hi_prevalence,0.5915915915915917,0.0138940958234641,0.05,52
MSMW_prevalence,0.1225675675675675,0.002955003020923,0.05,52
MSMW_hi_prevalence,0.5452003727865797,0.0148693357487099,0.05,52
WSM_prevalence,0.0347652916073968,0.0007012403125203,0.05,55
WSM_hi_prevalence,0.4404735313826222,0.008226308976277,0.05,55
MSW_prevalence,0.0258150782361308,0.0004973105344943,0.05,55
MSW_hi_prevalence,0.3536559815629584,0.0075475975060304,0.05,55
MSM_prevalence,0.1125225225225225,0.0026515003068641,0.05,55
MSM_hi_prevalence,0.5053425518541798,0.0144927078194186,0.05,55
MSMW_prevalence,0.1228378378378378,0.0033476076154497,0.05,55
MSMW_hi_prevalence,0.4697933227344992,0.0153534548021389,0.05,55
WSM_prevalence,0.035601706970128,0.0004980080630847,0.05,64
WSM_hi_prevalence,0.4237140366172624,0.0083007784542856,0.05,64
MSW_prevalence,0.0265320056899004,0.0004080892421517,0.05,64
MSW_hi_prevalence,0.3200956058098915,0.0063096079651025,0.05,64
MSM_prevalence,0.1064864864864865,0.0030345193040258,0.05,64
MSM_hi_prevalence,0.4672672672672671,0.0150749554330464,0.05,64
MSMW_prevalence,0.1063513513513513,0.0025160792871655,0.05,64
MSMW_hi_prevalence,0.4711711711711711,0.0142761133021077,0.05,64
WSM_prevalence,0.0378605974395448,0.0005239722449355,0.05,67
WSM_hi_prevalence,0.4616780960064542,0.0068011807949852,0.05,67
MSW_prevalence,0.028176386913229,0.0004610750697307,0.05,67
MSW_hi_prevalence,0.3873873873873874,0.0062334367596398,0.05,67
MSM_prevalence,0.1158558558558558,0.002943708915456,0.05,67
MSM_hi_prevalence,0.5357357357357355,0.0130245579033626,0.05,67
MSMW_prevalence,0.1259459459459459,0.0033771769635543,0.05,67
MSMW_hi_prevalence,0.528957528957529,0.0145037679145233,0.05,67
WSM_prevalence,0.0402617354196301,0.0004973810546056,0.05,72
WSM_hi_prevalence,0.475709887102292,0.0071816838836053,0.05,72
MSW_prevalence,0.0322617354196301,0.0004521034778684,0.05,72
MSW_hi_prevalence,0.3674163674163674,0.0066407565231116,0.05,72
MSM_prevalence,0.0997297297297297,0.002798357335429,0.05,72
MSM_hi_prevalence,0.4301322599194939,0.0127226261586185,0.05,72
MSMW_prevalence,0.0822972972972973,0.0027027027027027,0.05,72
MSMW_hi_prevalence,0.4484484484484485,0.0162865730555432,0.05,72
WSM_prevalence,0.0447852062588904,0.0005901624286214,0.05,73
WSM_hi_prevalence,0.4894894894894894,0.0077017879544667,0.05,73
MSW_prevalence,0.034076813655761,0.0004008228716833,0.05,73
MSW_hi_prevalence,0.4003937712546984,0.0056373781091904,0.05,73
MSM_prevalence,0.1408108108108108,0.0029095054526045,0.05,73
MSM_hi_prevalence,0.6023908523908524,0.0133728485761627,0.05,73
MSMW_prevalence,0.1175675675675675,0.0035441320069226,0.05,73
MSMW_hi_prevalence,0.5638397017707363,0.0150707936894652,0.05,73
WSM_prevalence,0.0383669985775248,0.0005341540816957,0.05,75
WSM_hi_prevalence,0.4638935810810811,0.0076306211991523,0.05,75
MSW_prevalence,0.0297069701280227,0.0004791430730852,0.05,75
MSW_hi_prevalence,0.3568298027757486,0.0053901522540206,0.05,75
MSM_prevalence,0.1006306306306306,0.0028703430979816,0.05,75
MSM_hi_prevalence,0.4723294723294723,0.0143081451216022,0.05,75
MSMW_prevalence,0.1206756756756756,0.0034449889738736,0.05,75
MSMW_hi_prevalence,0.4888712241653418,0.0159291344623096,0.05,75
WSM_prevalence,0.0433058321479374,0.0005492317838449,0.05,77
WSM_hi_prevalence,0.4837286265857693,0.006428728876955,0.05,77
MSW_prevalence,0.0322503556187766,0.0004459852053374,0.05,77
MSW_hi_prevalence,0.3855274629468178,0.0063461564524289,0.05,77
MSM_prevalence,0.1076576576576576,0.0023494540533415,0.05,77
MSM_hi_prevalence,0.5604551920341395,0.0119295833337213,0.05,77
MSMW_prevalence,0.1036486486486486,0.0025457425497197,0.05,77
MSMW_hi_prevalence,0.5687960687960686,0.0148016130810219,0.05,77
WSM_prevalence,0.043180654338549,0.0004959324813564,0.05,86
WSM_hi_prevalence,0.5001016053647632,0.0072464248388509,0.05,86
MSW_prevalence,0.0315960170697012,0.0003731551051395,0.05,86
MSW_hi_prevalence,0.3793918918918919,0.0050735075297401,0.05,86
MSM_prevalence,0.1172072072072072,0.0026581241849735,0.05,86
MSM_hi_prevalence,0.4987251402345742,0.0115955408639757,0.05,86
MSMW_prevalence,0.11,0.0043366238373078,0.05,86
MSMW_hi_prevalence,0.5074106364428946,0.0219600528768527,0.05,86
WSM_prevalence,0.0434879089615931,0.0005545180257291,0.05,87
WSM_hi_prevalence,0.4861308677098149,0.0056877391382804,0.05,87
MSW_prevalence,0.0337809388335704,0.0005011923490005,0.05,87
MSW_hi_prevalence,0.4202012231209311,0.0073730979578693,0.05,87
MSM_prevalence,0.1133333333333333,0.0019884551677002,0.05,87
MSM_hi_prevalence,0.5855855855855856,0.0132431808223987,0.05,87
MSMW_prevalence,0.1091891891891891,0.0031807033232269,0.05,87
MSMW_hi_prevalence,0.4989604989604989,0.0182217676541081,0.05,87
WSM_prevalence,0.03750213371266,0.0004197198887164,0.05,95
WSM_hi_prevalence,0.4517104517104517,0.0085623320495637,0.05,95
MSW_prevalence,0.029103840682788,0.0004233700573324,0.05,95
MSW_hi_prevalence,0.369500887749063,0.0072351546761186,0.05,95
MSM_prevalence,0.0966666666666666,0.0026439220217302,0.05,95
MSM_hi_prevalence,0.4494028912633563,0.0141066982181996,0.05,95
MSMW_prevalence,0.1167567567567567,0.0034670056585394,0.05,95
MSMW_hi_prevalence,0.4909909909909909,0.0159059972493473,0.05,95
WSM_prevalence,0.0469246088193456,0.0005167638863119,0.05,100
WSM_hi_prevalence,0.5117470411588059,0.0059008873208848,0.05,100
MSW_prevalence,0.034981507823613,0.0004571614579172,0.05,100
MSW_hi_prevalence,0.4361602982292637,0.0065153276107007,0.05,100
MSM_prevalence,0.1042342342342342,0.0027236426050145,0.05,100
MSM_hi_prevalence,0.5128849780012571,0.0152649180274175,0.05,100
MSMW_prevalence,0.0985135135135135,0.0023797259354724,0.05,100
MSMW_hi_prevalence,0.4943693693693693,0.0128315800564093,0.05,100
WSM_prevalence,0.0439260312944523,0.0006031324273554,0.05,102
WSM_hi_prevalence,0.4675675675675675,0.0091780653969087,0.05,102
MSW_prevalence,0.0324210526315789,0.0005194750637677,0.05,102
MSW_hi_prevalence,0.3963963963963964,0.0083084731440414,0.05,102
MSM_prevalence,0.1281981981981982,0.002695770221476,0.05,102
MSM_hi_prevalence,0.5423423423423425,0.0115032394006601,0.05,102
MSMW_prevalence,0.1468918918918919,0.0045078816169402,0.05,102
MSMW_hi_prevalence,0.5266617969320673,0.0172601008993886,0.05,102
WSM_prevalence,0.0422475106685633,0.0005344435833525,0.05,104
WSM_hi_prevalence,0.4616692163861975,0.0061675344404306,0.05,104
MSW_prevalence,0.0312489331436699,0.0004842380501203,0.05,104
MSW_hi_prevalence,0.4031374031374031,0.0083220913245613,0.05,104
MSM_prevalence,0.1102702702702702,0.003440175545049,0.05,104
MSM_hi_prevalence,0.4814189189189189,0.0165005126532092,0.05,104
MSMW_prevalence,0.1078378378378378,0.0035805852679598,0.05,104
MSMW_hi_prevalence,0.4620749782040105,0.0156148824551115,0.05,104
WSM_prevalence,0.0380142247510668,0.0005435484841069,0.05,113
WSM_hi_prevalence,0.4604247104247104,0.0079959972030934,0.05,113
MSW_prevalence,0.0292916073968705,0.0004677845669204,0.05,113
MSW_hi_prevalence,0.3973643064552155,0.0079441718733124,0.05,113
MSM_prevalence,0.1144144144144144,0.002934196723349,0.05,113
MSM_hi_prevalence,0.5023501762632196,0.0145607439589732,0.05,113
MSMW_prevalence,0.1112162162162162,0.0036370910263336,0.05,113
MSMW_hi_prevalence,0.4795117698343504,0.0160641026788912,0.05,113
WSM_prevalence,0.0412062588904694,0.000574216552059,0.05,116
WSM_hi_prevalence,0.4658944658944658,0.0074911676980313,0.05,116
MSW_prevalence,0.0315106685633001,0.0005298163376156,0.05,116
MSW_hi_prevalence,0.3745173745173745,0.0067202305138801,0.05,116
MSM_prevalence,0.0996396396396396,0.00263058606514,0.05,116
MSM_hi_prevalence,0.4262899262899263,0.0127439527597014,0.05,116
MSMW_prevalence,0.0817567567567567,0.0038711230543357,0.05,116
MSMW_hi_prevalence,0.4521829521829522,0.0213597158800033,0.05,116
WSM_prevalence,0.0395220483641536,0.0005420225414473,0.05,117
WSM_hi_prevalence,0.4726173541963014,0.0077764366744878,0.05,117
MSW_prevalence,0.0315504978662873,0.0004186880150244,0.05,117
MSW_hi_prevalence,0.3971042471042471,0.0071023058452305,0.05,117
MSM_prevalence,0.1393693693693693,0.0030751835801052,0.05,117
MSM_hi_prevalence,0.4944356120826708,0.0120405533919462,0.05,117
MSMW_prevalence,0.1462162162162162,0.0038281663443825,0.05,117
MSMW_hi_prevalence,0.5197505197505198,0.0117413124997463,0.05,117
WSM_prevalence,0.0427482219061166,0.0006103020546977,0.05,118
WSM_hi_prevalence,0.4870270270270271,0.0078946430224244,0.05,118
MSW_prevalence,0.031931721194879,0.0004380977005631,0.05,118
MSW_hi_prevalence,0.3895270270270269,0.007155886925981,0.05,118
MSM_prevalence,0.1036936936936936,0.0030450509681221,0.05,118
MSM_hi_prevalence,0.5532094594594594,0.0150691708232799,0.05,118
MSMW_prevalence,0.1239189189189189,0.003697125410893,0.05,118
MSMW_hi_prevalence,0.5282555282555282,0.0123455299531477,0.05,118
WSM_prevalence,0.0384921763869132,0.0005293425541349,0.05,120
WSM_hi_prevalence,0.4668668668668668,0.0074654962163342,0.05,120
MSW_prevalence,0.0280170697012802,0.000479878254685,0.05,120
MSW_hi_prevalence,0.372819628138777,0.0066386426147398,0.05,120
MSM_prevalence,0.1154054054054054,0.003383879405212,0.05,120
MSM_hi_prevalence,0.5101351351351351,0.0145134897467105,0.05,120
MSMW_prevalence,0.1029729729729729,0.0030292583474945,0.05,120
MSMW_hi_prevalence,0.4324324324324324,0.0146733341766008,0.05,120
WSM_prevalence,0.0438634423897581,0.0004336825698597,0.05,121
WSM_hi_prevalence,0.4759182259182258,0.0055453588958001,0.05,121
MSW_prevalence,0.0345775248933143,0.0003916904016702,0.05,121
MSW_hi_prevalence,0.4044261652957305,0.0055369175791033,0.05,121
MSM_prevalence,0.1282882882882883,0.0025691037323707,0.05,121
MSM_hi_prevalence,0.5675675675675675,0.011765567484487,0.05,121
MSMW_prevalence,0.0933783783783784,0.0033280027989256,0.05,121
MSMW_hi_prevalence,0.4935370152761457,0.0196629853474518,0.05,121
WSM_prevalence,0.042406827880512,0.0005475738839765,0.05,124
WSM_hi_prevalence,0.4548591144335825,0.0076612493355228,0.05,124
MSW_prevalence,0.0305433854907539,0.0004143916281455,0.05,124
MSW_hi_prevalence,0.3574119574119574,0.0054089890695301,0.05,124
MSM_prevalence,0.1202702702702702,0.0024655733663791,0.05,124
MSM_hi_prevalence,0.5091009376723663,0.0104895398607066,0.05,124
MSMW_prevalence,0.1379729729729729,0.0028570776367386,0.05,124
MSMW_hi_prevalence,0.5380835380835381,0.0140615017850678,0.05,124
WSM_prevalence,0.0451095305832147,0.0005451443947525,0.05,126
WSM_hi_prevalence,0.5209843990331795,0.0075238356630169,0.05,126
MSW_prevalence,0.0331322901849217,0.0004278222471755,0.05,126
MSW_hi_prevalence,0.4020687354020687,0.0048264918462776,0.05,126
MSM_prevalence,0.1517117117117117,0.0032332874665787,0.05,126
MSM_hi_prevalence,0.5647226173541963,0.0114531032176338,0.05,126
MSMW_prevalence,0.0979729729729729,0.0033583490345656,0.05,126
MSMW_hi_prevalence,0.429636533084809,0.0154439835622621,0.05,126
WSM_prevalence,0.039379800853485,0.0004179549355659,0.05,127
WSM_hi_prevalence,0.4750443874531467,0.007078817197763,0.05,127
MSW_prevalence,0.030230440967283,0.0004161608886608,0.05,127
MSW_hi_prevalence,0.3783783783783784,0.0052706172892376,0.05,127
MSM_prevalence,0.1374774774774775,0.0031251437215009,0.05,127
MSM_hi_prevalence,0.5843243243243244,0.0135818094018326,0.05,127
MSMW_prevalence,0.1208108108108108,0.0033642346576284,0.05,127
MSMW_hi_prevalence,0.5453667953667954,0.015696667847684,0.05,127
WSM_prevalence,0.0414452347083926,0.0004839370976507,0.05,130
WSM_hi_prevalence,0.4684684684684685,0.0077826147752062,0.05,130
MSW_prevalence,0.0303499288762446,0.0003303138440298,0.05,130
MSW_hi_prevalence,0.3831586688729546,0.0056845654085107,0.05,130
MSM_prevalence,0.1131531531531531,0.0027398185532629,0.05,130
MSM_hi_prevalence,0.527889591719379,0.0124171742897924,0.05,130
MSMW_prevalence,0.1068918918918919,0.0030161685875667,0.05,130
MSMW_hi_prevalence,0.4254254254254254,0.019019019019019,0.05,130
WSM_prevalence,0.041524893314367,0.000498316759785,0.05,134
WSM_hi_prevalence,0.4673493369145542,0.0064464308987363,0.05,134
MSW_prevalence,0.0335590327169274,0.0004275972684505,0.05,134
MSW_hi_prevalence,0.3877114524596539,0.0067586021990945,0.05,134
MSM_prevalence,0.116036036036036,0.0029307370831381,0.05,134
MSM_hi_prevalence,0.550982800982801,0.0130446932319381,0.05,134
MSMW_prevalence,0.1101351351351351,0.0033416927078049,0.05,134
MSMW_hi_prevalence,0.53125,0.0163361081941486,0.05,134
WSM_prevalence,0.0389246088193456,0.000493982912981,0.05,137
WSM_hi_prevalence,0.4624624624624626,0.0086170704012848,0.05,137
MSW_prevalence,0.0319886201991465,0.0004594435560397,0.05,137
MSW_hi_prevalence,0.3576453165494261,0.0075261790955169,0.05,137
MSM_prevalence,0.0985585585585585,0.003201967354187,0.05,137
MSM_hi_prevalence,0.4892584892584892,0.0144453663102396,0.05,137
MSMW_prevalence,0.1397297297297297,0.0041551459915608,0.05,137
MSMW_hi_prevalence,0.4742599742599743,0.0153378902966321,0.05,137
WSM_prevalence,0.042429587482219,0.0005566174962055,0.05,142
WSM_hi_prevalence,0.4632730890399602,0.0065087311557024,0.05,142
MSW_prevalence,0.0320625889046941,0.0004459126074088,0.05,142
MSW_hi_prevalence,0.4152884227511093,0.0075585270208579,0.05,142
MSM_prevalence,0.1392792792792792,0.0033536297377622,0.05,142
MSM_hi_prevalence,0.5723370429252783,0.0143525199405944,0.05,142
MSMW_prevalence,0.1021621621621621,0.0031273071995873,0.05,142
MSMW_hi_prevalence,0.558918918918919,0.0197574777108076,0.05,142
WSM_prevalence,0.0439203413940256,0.0004711998741277,0.05,148
WSM_hi_prevalence,0.5016065016065017,0.0071005850348098,0.05,148
MSW_prevalence,0.0327112375533428,0.0004164719498188,0.05,148
MSW_hi_prevalence,0.3900102634279849,0.0066504838918113,0.05,148
MSM_prevalence,0.1115315315315315,0.0026771397025364,0.05,148
MSM_hi_prevalence,0.4882882882882881,0.0132699663874419,0.05,148
MSMW_prevalence,0.1208108108108108,0.0034085737679986,0.05,148
MSMW_hi_prevalence,0.4918918918918918,0.0162564843152294,0.05,148
WSM_prevalence,0.0404551920341393,0.0005092875863971,0.05,150
WSM_hi_prevalence,0.4615982889364184,0.0072882227548089,0.05,150
MSW_prevalence,0.0308620199146514,0.0004204563075673,0.05,150
MSW_hi_prevalence,0.3501228501228501,0.0056900141368444,0.05,150
MSM_prevalence,0.0827027027027027,0.0026244081520943,0.05,150
MSM_hi_prevalence,0.4305684995340167,0.0157318709435145,0.05,150
MSMW_prevalence,0.105,0.0034331890112236,0.05,150
MSMW_hi_prevalence,0.5244932432432432,0.0141285639106132,0.05,150
WSM_prevalence,0.0434139402560455,0.000647866231382,0.05,151
WSM_hi_prevalence,0.4456972309733046,0.0079990786398586,0.05,151
MSW_prevalence,0.0308847795163584,0.0004941230729596,0.05,151
MSW_hi_prevalence,0.3962005483744614,0.0080065147641504,0.05,151
MSM_prevalence,0.1201801801801801,0.0037120809946816,0.05,151
MSM_hi_prevalence,0.5157198014340872,0.0165246726741101,0.05,151
MSMW_prevalence,0.1128378378378378,0.002992361023467,0.05,151
MSMW_hi_prevalence,0.5088536812674743,0.0129826490798178,0.05,151
WSM_prevalence,0.0415590327169274,0.0006101119383952,0.05,152
WSM_hi_prevalence,0.4650450450450449,0.006169691411987,0.05,152
MSW_prevalence,0.0317211948790896,0.0005101062637918,0.05,152
MSW_hi_prevalence,0.3691119691119692,0.0081875184251456,0.05,152
MSM_prevalence,0.1143243243243243,0.0027395716819876,0.05,152
MSM_hi_prevalence,0.5256045519203414,0.0155146545645769,0.05,152
MSMW_prevalence,0.1436486486486486,0.0044588906726174,0.05,152
MSMW_hi_prevalence,0.4891232696110745,0.0154125932030324,0.05,152
WSM_prevalence,0.0395220483641536,0.000664824819561,0.05,153
WSM_hi_prevalence,0.4665253488782899,0.0082158374114799,0.05,153
MSW_prevalence,0.0303840682788051,0.0005831523402705,0.05,153
MSW_hi_prevalence,0.3615573615573615,0.00757691990979,0.05,153
MSM_prevalence,0.1031531531531531,0.0023031290677254,0.05,153
MSM_hi_prevalence,0.510939510939511,0.0129688397806605,0.05,153
MSMW_prevalence,0.1354054054054054,0.0034407161633744,0.05,153
MSMW_hi_prevalence,0.5193571950328707,0.0129174242558568,0.05,153
WSM_prevalence,0.0391180654338549,0.0006734865087377,0.05,160
WSM_hi_prevalence,0.4569837012585103,0.0073364573495748,0.05,160
MSW_prevalence,0.0290526315789473,0.0005546655878113,0.05,160
MSW_hi_prevalence,0.3719618899475014,0.0066722787019929,0.05,160
MSM_prevalence,0.0971171171171171,0.0029486828867823,0.05,160
MSM_hi_prevalence,0.4822635135135135,0.0168025037290279,0.05,160
MSMW_prevalence,0.112027027027027,0.0037190134162866,0.05,160
MSMW_hi_prevalence,0.5025337837837838,0.0167517175684822,0.05,160
WSM_prevalence,0.0382475106685633,0.0004684876647702,0.05,166
WSM_hi_prevalence,0.4586586586586586,0.0076985300122961,0.05,166
MSW_prevalence,0.028153627311522,0.0004589147597141,0.05,166
MSW_hi_prevalence,0.3498405237535672,0.0063725428134685,0.05,166
MSM_prevalence,0.0963963963963964,0.0029942063352221,0.05,166
MSM_hi_prevalence,0.4551597051597051,0.0150355535454057,0.05,166
MSMW_prevalence,0.1163513513513513,0.0038780618468524,0.05,166
MSMW_hi_prevalence,0.5108979947689624,0.0174331585869355,0.05,166
WSM_prevalence,0.0362389758179231,0.0005342635048314,0.05,171
WSM_hi_prevalence,0.4598817567567567,0.0076594558326953,0.05,171
MSW_prevalence,0.0271635846372688,0.0003869109047057,0.05,171
MSW_hi_prevalence,0.378814298169137,0.0085892362924406,0.05,171
MSM_prevalence,0.1218918918918918,0.0029666721230746,0.05,171
MSM_hi_prevalence,0.5048878665899943,0.0153278929675236,0.05,171
MSMW_prevalence,0.1155405405405405,0.0035555637985863,0.05,171
MSMW_hi_prevalence,0.4833068362480126,0.0145746012895422,0.05,171
WSM_prevalence,0.0355391180654338,0.0005387707795739,0.05,173
WSM_hi_prevalence,0.4422794887911168,0.0084371699956968,0.05,173
MSW_prevalence,0.0283413940256045,0.0004362174530731,0.05,173
MSW_hi_prevalence,0.3417417417417417,0.007524172361548,0.05,173
